,element,PNAS_en,pressure,atom_s,atom_p,atom_d,atom_f,ionization_energy,mass,en,row,pseudo_row,group,atomic_number,pressure_pow_2,atom_s_pow_2,atom_p_pow_2,atom_d_pow_2,atom_f_pow_2,ionization_energy_pow_2,mass_pow_2,en_pow_2,row_pow_2,pseudo_row_pow_2,group_pow_2,atomic_number_pow_2,pressure_log_p_abs,atom_s_log_p_abs,atom_p_log_p_abs,atom_d_log_p_abs,atom_f_log_p_abs,ionization_energy_log_p_abs,mass_log_p_abs,en_log_p_abs,row_log_p_abs,pseudo_row_log_p_abs,group_log_p_abs,atomic_number_log_p_abs,pressure_inv_p,atom_s_inv_p,atom_p_inv_p,atom_d_inv_p,atom_f_inv_p,ionization_energy_inv_p,mass_inv_p,en_inv_p,row_inv_p,pseudo_row_inv_p,group_inv_p,atomic_number_inv_p,pressure_sqrt_p,atom_s_sqrt_p,atom_p_sqrt_p,atom_d_sqrt_p,atom_f_sqrt_p,ionization_energy_sqrt_p,mass_sqrt_p,en_sqrt_p,row_sqrt_p,pseudo_row_sqrt_p,group_sqrt_p,atomic_number_sqrt_p,"add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))))","add(add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))))))","add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))","add(add(pressure_inv_p, en_sqrt_p), add(add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))), en_sqrt_p))))","add(add(pressure_inv_p, en_sqrt_p), add(add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))"
20,C,3.69,0,2,2,0,0,11.2603,12.0107,2.55,2,2,14,6,0.0,4.0,4.0,0.0,0.0,54.263848960000004,121.06072761760001,3.4224999999999994,1.0,1.0,169.0,25.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,2.1242236844517293,2.485136623342055,1.047318994280559,0.6931471805599453,0.6931471805599453,2.6390573296152584,1.791759469228055,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.11952572193536048,0.08331417107398631,0.3508771929824562,0.5,0.5,0.07142857142857142,0.16666666666666666,1.0,1.7320508075688772,1.7320508075688772,1.0,1.0,2.892472990366548,3.4644999639197573,1.688194301613413,1.4142135623730951,1.4142135623730951,3.7416573867739413,2.449489742783178,7.231249571506906,9.919443873120319,10.086110539786986,11.774304841400399,7.397916238173574,12.774304841400397,7.06458290484024,11.440971508067065,15.46249914301381,11.607638174733731
21,C,0.61,50,2,2,0,0,11.2603,12.0107,2.55,2,2,14,6,2500.0,4.0,4.0,0.0,0.0,54.263848960000004,121.06072761760001,3.4224999999999994,1.0,1.0,169.0,25.0,3.9318256327243257,1.0986122886681098,1.0986122886681098,0.0,0.0,2.1242236844517293,2.485136623342055,1.047318994280559,0.6931471805599453,0.6931471805599453,2.6390573296152584,1.791759469228055,0.0196078431372549,0.3333333333333333,0.3333333333333333,1.0,1.0,0.11952572193536048,0.08331417107398631,0.3508771929824562,0.5,0.5,0.07142857142857142,0.16666666666666666,7.14142842854285,1.7320508075688772,1.7320508075688772,1.0,1.0,2.892472990366548,3.4644999639197573,1.688194301613413,1.4142135623730951,1.4142135623730951,3.7416573867739413,2.449489742783178,5.2704652577814155,6.978267402532083,7.144934069198751,8.833128370812164,5.437131924448082,8.852736213949418,5.103798591114749,8.49979503747883,10.560538358700086,8.666461704145496
22,C,-0.7,200,2,2,0,0,11.2603,12.0107,2.55,2,2,14,6,40000.0,4.0,4.0,0.0,0.0,54.263848960000004,121.06072761760001,3.4224999999999994,1.0,1.0,169.0,25.0,5.303304908059076,1.0986122886681098,1.0986122886681098,0.0,0.0,2.1242236844517293,2.485136623342055,1.047318994280559,0.6931471805599453,0.6931471805599453,2.6390573296152584,1.791759469228055,0.004975124378109453,0.3333333333333333,0.3333333333333333,1.0,1.0,0.11952572193536048,0.08331417107398631,0.3508771929824562,0.5,0.5,0.07142857142857142,0.16666666666666666,14.177446878757825,1.7320508075688772,1.7320508075688772,1.0,1.0,2.892472990366548,3.4644999639197573,1.688194301613413,1.4142135623730951,1.4142135623730951,3.7416573867739413,2.449489742783178,5.241199820263125,6.934369246254647,7.101035912921315,8.789230214534728,5.407866486929791,8.794205338912837,5.074533153596459,8.455896881201394,10.48737476490436,8.62256354786806
23,C,-1.56,500,2,2,0,0,11.2603,12.0107,2.55,2,2,14,6,250000.0,4.0,4.0,0.0,0.0,54.263848960000004,121.06072761760001,3.4224999999999994,1.0,1.0,169.0,25.0,6.2166061010848646,1.0986122886681098,1.0986122886681098,0.0,0.0,2.1242236844517293,2.485136623342055,1.047318994280559,0.6931471805599453,0.6931471805599453,2.6390573296152584,1.791759469228055,0.001996007984031936,0.3333333333333333,0.3333333333333333,1.0,1.0,0.11952572193536048,0.08331417107398631,0.3508771929824562,0.5,0.5,0.07142857142857142,0.16666666666666666,22.38302928559939,1.7320508075688772,1.7320508075688772,1.0,1.0,2.892472990366548,3.4644999639197573,1.688194301613413,1.4142135623730951,1.4142135623730951,3.7416573867739413,2.449489742783178,5.23524158747497,6.925431897072415,7.092098563739082,8.780292865352495,5.401908254141636,8.782288873336528,5.068574920808303,8.446959532019163,10.472479182933974,8.613626198685829
24,N,4.38,0,2,3,0,0,14.5341,14.0067,3.04,2,2,15,7,0.0,4.0,9.0,0.0,0.0,113.21385604,168.9677615376,5.475599999999999,1.0,1.0,196.0,36.0,0.0,1.0986122886681098,1.3862943611198906,0.0,0.0,2.4544646242862647,2.6389687542640066,1.205970806988609,0.6931471805599453,0.6931471805599453,2.70805020110221,1.9459101490553132,1.0,0.3333333333333333,0.25,1.0,1.0,0.08590917681826772,0.07143489851958316,0.29940119760479045,0.5,0.5,0.06666666666666667,0.14285714285714285,1.0,1.7320508075688772,2.0,1.0,1.0,3.411773732239581,3.7414916811346783,1.8275666882497066,1.4142135623730951,1.4142135623730951,3.872983346207417,2.6457513110645907,7.625557207606263,10.45312389585597,10.595981038713113,12.42354772696282,7.768414350463406,13.42354772696282,7.482700064749119,12.137833441248533,16.251114415212527,12.280690584105677
25,N,1.75,50,2,3,0,0,14.5341,14.0067,3.04,2,2,15,7,2500.0,4.0,9.0,0.0,0.0,113.21385604,168.9677615376,5.475599999999999,1.0,1.0,196.0,36.0,3.9318256327243257,1.0986122886681098,1.3862943611198906,0.0,0.0,2.4544646242862647,2.6389687542640066,1.205970806988609,0.6931471805599453,0.6931471805599453,2.70805020110221,1.9459101490553132,0.0196078431372549,0.3333333333333333,0.25,1.0,1.0,0.08590917681826772,0.07143489851958316,0.29940119760479045,0.5,0.5,0.06666666666666667,0.14285714285714285,7.14142842854285,1.7320508075688772,2.0,1.0,1.0,3.411773732239581,3.7414916811346783,1.8275666882497066,1.4142135623730951,1.4142135623730951,3.872983346207417,2.6457513110645907,5.664772893880772,7.511947425267733,7.654804568124877,9.482371256374583,5.8076300367379154,9.501979099511837,5.521915751023629,9.196656970660298,11.3491536308988,9.33951411351744
26,N,0.81,200,2,3,0,0,14.5341,14.0067,3.04,2,2,15,7,40000.0,4.0,9.0,0.0,0.0,113.21385604,168.9677615376,5.475599999999999,1.0,1.0,196.0,36.0,5.303304908059076,1.0986122886681098,1.3862943611198906,0.0,0.0,2.4544646242862647,2.6389687542640066,1.205970806988609,0.6931471805599453,0.6931471805599453,2.70805020110221,1.9459101490553132,0.004975124378109453,0.3333333333333333,0.25,1.0,1.0,0.08590917681826772,0.07143489851958316,0.29940119760479045,0.5,0.5,0.06666666666666667,0.14285714285714285,14.177446878757825,1.7320508075688772,2.0,1.0,1.0,3.411773732239581,3.7414916811346783,1.8275666882497066,1.4142135623730951,1.4142135623730951,3.872983346207417,2.6457513110645907,5.635507456362482,7.468049268990297,7.610906411847441,9.438473100097147,5.778364599219625,9.443448224475256,5.492650313505338,9.152758814382862,11.275990037103073,9.295615957240004
27,N,0.23,500,2,3,0,0,14.5341,14.0067,3.04,2,2,15,7,250000.0,4.0,9.0,0.0,0.0,113.21385604,168.9677615376,5.475599999999999,1.0,1.0,196.0,36.0,6.2166061010848646,1.0986122886681098,1.3862943611198906,0.0,0.0,2.4544646242862647,2.6389687542640066,1.205970806988609,0.6931471805599453,0.6931471805599453,2.70805020110221,1.9459101490553132,0.001996007984031936,0.3333333333333333,0.25,1.0,1.0,0.08590917681826772,0.07143489851958316,0.29940119760479045,0.5,0.5,0.06666666666666667,0.14285714285714285,22.38302928559939,1.7320508075688772,2.0,1.0,1.0,3.411773732239581,3.7414916811346783,1.8275666882497066,1.4142135623730951,1.4142135623730951,3.872983346207417,2.6457513110645907,5.629549223574327,7.459111919808065,7.6019690626652086,9.429535750914916,5.772406366431469,9.431531758898947,5.486692080717184,9.143821465200629,11.261094455132687,9.286678608057771
28,O,4.8,0,2,4,0,0,13.6181,15.9994,3.44,2,2,16,8,0.0,4.0,16.0,0.0,0.0,94.56006563999999,224.7438729316,7.507600000000001,1.0,1.0,225.0,49.0,0.0,1.0986122886681098,1.6094379124341003,0.0,0.0,2.3725028699573616,2.772054829744543,1.3190856114264407,0.6931471805599453,0.6931471805599453,2.772588722239781,2.0794415416798357,1.0,0.3333333333333333,0.2,1.0,1.0,0.09324704873090767,0.0625333771900752,0.267379679144385,0.5,0.5,0.0625,0.125,1.0,1.7320508075688772,2.23606797749979,1.0,1.0,3.2747824355214807,3.9989323575174414,1.9339079605813716,1.4142135623730951,1.4142135623730951,4.0,2.8284271247461903,7.926723881744114,10.860631842325486,10.985631842325486,12.919539802906858,8.051723881744113,13.919539802906858,7.801723881744114,12.669539802906858,16.85344776348823,12.794539802906858
29,O,2.75,50,2,4,0,0,13.6181,15.9994,3.44,2,2,16,8,2500.0,4.0,16.0,0.0,0.0,94.56006563999999,224.7438729316,7.507600000000001,1.0,1.0,225.0,49.0,3.9318256327243257,1.0986122886681098,1.6094379124341003,0.0,0.0,2.3725028699573616,2.772054829744543,1.3190856114264407,0.6931471805599453,0.6931471805599453,2.772588722239781,2.0794415416798357,0.0196078431372549,0.3333333333333333,0.2,1.0,1.0,0.09324704873090767,0.0625333771900752,0.267379679144385,0.5,0.5,0.0625,0.125,7.14142842854285,1.7320508075688772,2.23606797749979,1.0,1.0,3.2747824355214807,3.9989323575174414,1.9339079605813716,1.4142135623730951,1.4142135623730951,4.0,2.8284271247461903,5.965939568018624,7.91945537173725,8.04445537173725,9.978363332318622,6.090939568018624,9.997971175455877,5.840939568018625,9.728363332318622,11.951486979174504,9.853363332318622
30,O,2.23,200,2,4,0,0,13.6181,15.9994,3.44,2,2,16,8,40000.0,4.0,16.0,0.0,0.0,94.56006563999999,224.7438729316,7.507600000000001,1.0,1.0,225.0,49.0,5.303304908059076,1.0986122886681098,1.6094379124341003,0.0,0.0,2.3725028699573616,2.772054829744543,1.3190856114264407,0.6931471805599453,0.6931471805599453,2.772588722239781,2.0794415416798357,0.004975124378109453,0.3333333333333333,0.2,1.0,1.0,0.09324704873090767,0.0625333771900752,0.267379679144385,0.5,0.5,0.0625,0.125,14.177446878757825,1.7320508075688772,2.23606797749979,1.0,1.0,3.2747824355214807,3.9989323575174414,1.9339079605813716,1.4142135623730951,1.4142135623730951,4.0,2.8284271247461903,5.936674130500334,7.875557215459815,8.000557215459816,9.934465176041186,6.061674130500333,9.939440300419296,5.811674130500334,9.684465176041186,11.878323385378778,9.809465176041186
31,O,1.97,500,2,4,0,0,13.6181,15.9994,3.44,2,2,16,8,250000.0,4.0,16.0,0.0,0.0,94.56006563999999,224.7438729316,7.507600000000001,1.0,1.0,225.0,49.0,6.2166061010848646,1.0986122886681098,1.6094379124341003,0.0,0.0,2.3725028699573616,2.772054829744543,1.3190856114264407,0.6931471805599453,0.6931471805599453,2.772588722239781,2.0794415416798357,0.001996007984031936,0.3333333333333333,0.2,1.0,1.0,0.09324704873090767,0.0625333771900752,0.267379679144385,0.5,0.5,0.0625,0.125,22.38302928559939,1.7320508075688772,2.23606797749979,1.0,1.0,3.2747824355214807,3.9989323575174414,1.9339079605813716,1.4142135623730951,1.4142135623730951,4.0,2.8284271247461903,5.9307158977121786,7.866619866277581,7.991619866277582,9.925527826858954,6.0557158977121786,9.927523834842987,5.8057158977121786,9.675527826858954,11.86342780340839,9.800527826858954
32,F,7.31,0,2,5,0,0,17.4228,18.9984032,3.98,2,2,17,9,0.0,4.0,25.0,0.0,0.0,183.03113520999995,323.6567661505541,10.758400000000002,1.0,1.0,256.0,64.0,0.0,1.0986122886681098,1.791759469228055,0.0,0.0,2.6761397692793634,2.94393691631187,1.4539530095937054,0.6931471805599453,0.6931471805599453,2.833213344056216,2.1972245773362196,1.0,0.3333333333333333,0.16666666666666666,1.0,1.0,0.06882833524905534,0.05265800994259056,0.2336448598130841,0.5,0.5,0.058823529411764705,0.1111111111111111,1.0,1.7320508075688772,2.449489742783178,1.0,1.0,3.811679419888299,4.3578048602478745,2.06881608655772,1.4142135623730951,1.4142135623730951,4.123105625617661,3.0,8.31755937078427,11.386375457341991,11.497486568453102,13.566302655010821,8.42867048189538,14.566302655010823,8.20644825967316,13.344080432788601,17.635118741568544,13.455191543899712
33,F,5.55,50,2,5,0,0,17.4228,18.9984032,3.98,2,2,17,9,2500.0,4.0,25.0,0.0,0.0,183.03113520999995,323.6567661505541,10.758400000000002,1.0,1.0,256.0,64.0,3.9318256327243257,1.0986122886681098,1.791759469228055,0.0,0.0,2.6761397692793634,2.94393691631187,1.4539530095937054,0.6931471805599453,0.6931471805599453,2.833213344056216,2.1972245773362196,0.0196078431372549,0.3333333333333333,0.16666666666666666,1.0,1.0,0.06882833524905534,0.05265800994259056,0.2336448598130841,0.5,0.5,0.058823529411764705,0.1111111111111111,7.14142842854285,1.7320508075688772,2.449489742783178,1.0,1.0,3.811679419888299,4.3578048602478745,2.06881608655772,1.4142135623730951,1.4142135623730951,4.123105625617661,3.0,6.356775057058781,8.445198986753756,8.556310097864866,10.625126184422587,6.467886168169891,10.644734027559842,6.24566394594767,10.402903962200366,12.733157957254818,10.514015073311477
34,F,5.23,200,2,5,0,0,17.4228,18.9984032,3.98,2,2,17,9,40000.0,4.0,25.0,0.0,0.0,183.03113520999995,323.6567661505541,10.758400000000002,1.0,1.0,256.0,64.0,5.303304908059076,1.0986122886681098,1.791759469228055,0.0,0.0,2.6761397692793634,2.94393691631187,1.4539530095937054,0.6931471805599453,0.6931471805599453,2.833213344056216,2.1972245773362196,0.004975124378109453,0.3333333333333333,0.16666666666666666,1.0,1.0,0.06882833524905534,0.05265800994259056,0.2336448598130841,0.5,0.5,0.058823529411764705,0.1111111111111111,14.177446878757825,1.7320508075688772,2.449489742783178,1.0,1.0,3.811679419888299,4.3578048602478745,2.06881608655772,1.4142135623730951,1.4142135623730951,4.123105625617661,3.0,6.32750961954049,8.40130083047632,8.51241194158743,10.581228028145151,6.438620730651601,10.586203152523261,6.216398508429379,10.35900580592293,12.659994363459091,10.47011691703404
35,F,5.06,500,2,5,0,0,17.4228,18.9984032,3.98,2,2,17,9,250000.0,4.0,25.0,0.0,0.0,183.03113520999995,323.6567661505541,10.758400000000002,1.0,1.0,256.0,64.0,6.2166061010848646,1.0986122886681098,1.791759469228055,0.0,0.0,2.6761397692793634,2.94393691631187,1.4539530095937054,0.6931471805599453,0.6931471805599453,2.833213344056216,2.1972245773362196,0.001996007984031936,0.3333333333333333,0.16666666666666666,1.0,1.0,0.06882833524905534,0.05265800994259056,0.2336448598130841,0.5,0.5,0.058823529411764705,0.1111111111111111,22.38302928559939,1.7320508075688772,2.449489742783178,1.0,1.0,3.811679419888299,4.3578048602478745,2.06881608655772,1.4142135623730951,1.4142135623730951,4.123105625617661,3.0,6.3215513867523345,8.392363481294087,8.503474592405198,10.572290678962917,6.432662497863445,10.57428668694695,6.210440275641224,10.350068456740695,12.645098781488702,10.461179567851806
36,Ne,5.55,0,2,6,0,0,21.5645,20.1797,3.67,2,2,18,10,0.0,4.0,36.0,0.0,0.0,312.25010436,367.55638149759994,8.820899999999998,1.0,1.0,289.0,81.0,0.0,1.0986122886681098,1.9459101490553132,0.0,0.0,2.926950094155617,3.0042836064637486,1.378766094699099,0.6931471805599453,0.6931471805599453,2.8903717578961645,2.302585092994046,1.0,0.3333333333333333,0.14285714285714285,1.0,1.0,0.05356014268422011,0.049574256287007186,0.2518891687657431,0.5,0.5,0.05555555555555555,0.1,1.0,1.7320508075688772,2.6457513110645907,1.0,1.0,4.320948969844472,4.4912982532893535,1.9924858845171274,1.4142135623730951,1.4142135623730951,4.242640687119285,3.1622776601683795,8.077457653551381,11.06994353806851,11.169943538068509,13.162429422585635,8.177457653551382,14.162429422585635,7.977457653551382,12.962429422585636,17.154915307102762,13.062429422585637
37,Ne,1.03,50,2,6,0,0,21.5645,20.1797,3.67,2,2,18,10,2500.0,4.0,36.0,0.0,0.0,312.25010436,367.55638149759994,8.820899999999998,1.0,1.0,289.0,81.0,3.9318256327243257,1.0986122886681098,1.9459101490553132,0.0,0.0,2.926950094155617,3.0042836064637486,1.378766094699099,0.6931471805599453,0.6931471805599453,2.8903717578961645,2.302585092994046,0.0196078431372549,0.3333333333333333,0.14285714285714285,1.0,1.0,0.05356014268422011,0.049574256287007186,0.2518891687657431,0.5,0.5,0.05555555555555555,0.1,7.14142842854285,1.7320508075688772,2.6457513110645907,1.0,1.0,4.320948969844472,4.4912982532893535,1.9924858845171274,1.4142135623730951,1.4142135623730951,4.242640687119285,3.1622776601683795,6.1166733398258915,8.128767067480274,8.228767067480273,10.2212529519974,6.216673339825891,10.240860795134655,6.016673339825892,10.0212529519974,12.252954522789036,10.121252951997402
38,Ne,0.38,200,2,6,0,0,21.5645,20.1797,3.67,2,2,18,10,40000.0,4.0,36.0,0.0,0.0,312.25010436,367.55638149759994,8.820899999999998,1.0,1.0,289.0,81.0,5.303304908059076,1.0986122886681098,1.9459101490553132,0.0,0.0,2.926950094155617,3.0042836064637486,1.378766094699099,0.6931471805599453,0.6931471805599453,2.8903717578961645,2.302585092994046,0.004975124378109453,0.3333333333333333,0.14285714285714285,1.0,1.0,0.05356014268422011,0.049574256287007186,0.2518891687657431,0.5,0.5,0.05555555555555555,0.1,14.177446878757825,1.7320508075688772,2.6457513110645907,1.0,1.0,4.320948969844472,4.4912982532893535,1.9924858845171274,1.4142135623730951,1.4142135623730951,4.242640687119285,3.1622776601683795,6.087407902307601,8.084868911202838,8.184868911202837,10.177354795719964,6.1874079023076005,10.182329920098073,5.987407902307601,9.977354795719965,12.17979092899331,10.077354795719966
39,Ne,0.05,500,2,6,0,0,21.5645,20.1797,3.67,2,2,18,10,250000.0,4.0,36.0,0.0,0.0,312.25010436,367.55638149759994,8.820899999999998,1.0,1.0,289.0,81.0,6.2166061010848646,1.0986122886681098,1.9459101490553132,0.0,0.0,2.926950094155617,3.0042836064637486,1.378766094699099,0.6931471805599453,0.6931471805599453,2.8903717578961645,2.302585092994046,0.001996007984031936,0.3333333333333333,0.14285714285714285,1.0,1.0,0.05356014268422011,0.049574256287007186,0.2518891687657431,0.5,0.5,0.05555555555555555,0.1,22.38302928559939,1.7320508075688772,2.6457513110645907,1.0,1.0,4.320948969844472,4.4912982532893535,1.9924858845171274,1.4142135623730951,1.4142135623730951,4.242640687119285,3.1622776601683795,6.081449669519446,8.075931562020605,8.175931562020605,10.168417446537733,6.181449669519446,10.170413454521764,5.981449669519447,9.968417446537734,12.164895347022926,10.068417446537733
40,Na,-0.03,0,1,0,0,0,5.1391,22.98976928,0.93,3,3,1,11,0.0,1.0,0.0,0.0,0.0,1.5505230400000003,483.2008184950653,0.052900000000000044,4.0,4.0,0.0,100.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.8087946040859072,3.1347038723856078,0.20701416938432612,1.0986122886681098,1.0986122886681098,0.0,2.3978952727983707,1.0,0.5,1.0,1.0,1.0,0.4453946196329948,0.043512637215099875,0.8130081300813008,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,1.0,1.4142135623730951,1.0,1.0,1.0,1.498399145755229,4.79393672048349,1.1090536506409416,1.7320508075688772,1.7320508075688772,1.0,3.3166247903554,5.418070042831915,7.5271236934728565,7.618032784381947,8.727086435022889,5.508979133741006,9.727086435022889,5.327160951922824,8.545268253204707,11.83614008566383,8.636177344113797
41,Na,-7.28,50,1,0,0,0,5.1391,22.98976928,0.93,3,3,1,11,2500.0,1.0,0.0,0.0,0.0,1.5505230400000003,483.2008184950653,0.052900000000000044,4.0,4.0,0.0,100.0,3.9318256327243257,0.6931471805599453,0.0,0.0,0.0,0.8087946040859072,3.1347038723856078,0.20701416938432612,1.0986122886681098,1.0986122886681098,0.0,2.3978952727983707,0.0196078431372549,0.5,1.0,1.0,1.0,0.4453946196329948,0.043512637215099875,0.8130081300813008,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,7.14142842854285,1.4142135623730951,1.0,1.0,1.0,1.498399145755229,4.79393672048349,1.1090536506409416,1.7320508075688772,1.7320508075688772,1.0,3.3166247903554,3.4572857291064256,4.585947222884622,4.676856313793713,5.785909964434655,3.5481948200155164,5.805517807571909,3.366376638197335,5.6040917826164725,6.934179301350105,5.695000873525563
42,Na,-8.51,200,1,0,0,0,5.1391,22.98976928,0.93,3,3,1,11,40000.0,1.0,0.0,0.0,0.0,1.5505230400000003,483.2008184950653,0.052900000000000044,4.0,4.0,0.0,100.0,5.303304908059076,0.6931471805599453,0.0,0.0,0.0,0.8087946040859072,3.1347038723856078,0.20701416938432612,1.0986122886681098,1.0986122886681098,0.0,2.3978952727983707,0.004975124378109453,0.5,1.0,1.0,1.0,0.4453946196329948,0.043512637215099875,0.8130081300813008,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,14.177446878757825,1.4142135623730951,1.0,1.0,1.0,1.498399145755229,4.79393672048349,1.1090536506409416,1.7320508075688772,1.7320508075688772,1.0,3.3166247903554,3.428020291588135,4.542049066607186,4.632958157516277,5.742011808157219,3.518929382497226,5.746986932535328,3.337111200679044,5.560193626339037,6.861015707554379,5.651102717248127
43,Na,-8.32,500,1,0,0,0,5.1391,22.98976928,0.93,3,3,1,11,250000.0,1.0,0.0,0.0,0.0,1.5505230400000003,483.2008184950653,0.052900000000000044,4.0,4.0,0.0,100.0,6.2166061010848646,0.6931471805599453,0.0,0.0,0.0,0.8087946040859072,3.1347038723856078,0.20701416938432612,1.0986122886681098,1.0986122886681098,0.0,2.3978952727983707,0.001996007984031936,0.5,1.0,1.0,1.0,0.4453946196329948,0.043512637215099875,0.8130081300813008,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,22.38302928559939,1.4142135623730951,1.0,1.0,1.0,1.498399145755229,4.79393672048349,1.1090536506409416,1.7320508075688772,1.7320508075688772,1.0,3.3166247903554,3.4220620587999795,4.533111717424953,4.624020808334044,5.733074458974985,3.5129711497090703,5.735070466959018,3.3311529678908887,5.551256277156804,6.846120125583991,5.6421653680658945
44,Mg,0.78,0,2,0,0,0,7.6462,24.305,1.31,3,3,2,12,0.0,4.0,0.0,0.0,0.0,14.079755290000003,542.7530046435999,0.3721000000000001,4.0,4.0,1.0,121.0,0.0,1.0986122886681098,0.0,0.0,0.0,1.5586287113807775,3.190355355372585,0.4762341789963717,1.0986122886681098,1.0986122886681098,0.6931471805599453,2.4849066497880004,1.0,0.3333333333333333,1.0,1.0,1.0,0.2104244260673779,0.041157242892761514,0.6211180124223602,0.3333333333333333,0.3333333333333333,0.5,0.08333333333333333,1.0,1.7320508075688772,1.0,1.0,1.0,2.1799770640995284,4.929204804022652,1.2688577540449522,1.7320508075688772,1.7320508075688772,1.4142135623730951,3.4641016151377544,5.88990659546819,8.158764349513143,8.242097682846476,9.510955436891429,5.973239928801524,10.510955436891429,5.806573262134857,9.344288770224761,12.77981319093638,9.427622103558097
45,Mg,-5.23,50,2,0,0,0,7.6462,24.305,1.31,3,3,2,12,2500.0,4.0,0.0,0.0,0.0,14.079755290000003,542.7530046435999,0.3721000000000001,4.0,4.0,1.0,121.0,3.9318256327243257,1.0986122886681098,0.0,0.0,0.0,1.5586287113807775,3.190355355372585,0.4762341789963717,1.0986122886681098,1.0986122886681098,0.6931471805599453,2.4849066497880004,0.0196078431372549,0.3333333333333333,1.0,1.0,1.0,0.2104244260673779,0.041157242892761514,0.6211180124223602,0.3333333333333333,0.3333333333333333,0.5,0.08333333333333333,7.14142842854285,1.7320508075688772,1.0,1.0,1.0,2.1799770640995284,4.929204804022652,1.2688577540449522,1.7320508075688772,1.7320508075688772,1.4142135623730951,3.4641016151377544,3.9291222817427,5.217587878924906,5.30092121225824,6.5697789663031925,4.012455615076033,6.589386809440447,3.845788948409366,6.4031122996365255,7.8778524066226545,6.4864456329698585
46,Mg,-7.34,200,2,0,0,0,7.6462,24.305,1.31,3,3,2,12,40000.0,4.0,0.0,0.0,0.0,14.079755290000003,542.7530046435999,0.3721000000000001,4.0,4.0,1.0,121.0,5.303304908059076,1.0986122886681098,0.0,0.0,0.0,1.5586287113807775,3.190355355372585,0.4762341789963717,1.0986122886681098,1.0986122886681098,0.6931471805599453,2.4849066497880004,0.004975124378109453,0.3333333333333333,1.0,1.0,1.0,0.2104244260673779,0.041157242892761514,0.6211180124223602,0.3333333333333333,0.3333333333333333,0.5,0.08333333333333333,14.177446878757825,1.7320508075688772,1.0,1.0,1.0,2.1799770640995284,4.929204804022652,1.2688577540449522,1.7320508075688772,1.7320508075688772,1.4142135623730951,3.4641016151377544,3.8998568442244093,5.17368972264747,5.257023055980804,6.525880810025757,3.9831901775577423,6.530855934403866,3.8165235108910753,6.35921414335909,7.804688812826928,6.442547476692423
