,element,PNAS_en,pressure,atom_s,atom_p,atom_d,atom_f,ionization_energy,mass,en,row,pseudo_row,group,atomic_number,pressure_pow_2,atom_s_pow_2,atom_p_pow_2,atom_d_pow_2,atom_f_pow_2,ionization_energy_pow_2,mass_pow_2,en_pow_2,row_pow_2,pseudo_row_pow_2,group_pow_2,atomic_number_pow_2,pressure_log_p_abs,atom_s_log_p_abs,atom_p_log_p_abs,atom_d_log_p_abs,atom_f_log_p_abs,ionization_energy_log_p_abs,mass_log_p_abs,en_log_p_abs,row_log_p_abs,pseudo_row_log_p_abs,group_log_p_abs,atomic_number_log_p_abs,pressure_inv_p,atom_s_inv_p,atom_p_inv_p,atom_d_inv_p,atom_f_inv_p,ionization_energy_inv_p,mass_inv_p,en_inv_p,row_inv_p,pseudo_row_inv_p,group_inv_p,atomic_number_inv_p,pressure_sqrt_p,atom_s_sqrt_p,atom_p_sqrt_p,atom_d_sqrt_p,atom_f_sqrt_p,ionization_energy_sqrt_p,mass_sqrt_p,en_sqrt_p,row_sqrt_p,pseudo_row_sqrt_p,group_sqrt_p,atomic_number_sqrt_p,"add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))))","add(add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))))))","add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))","add(add(pressure_inv_p, en_sqrt_p), add(add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))), en_sqrt_p))))","add(add(pressure_inv_p, en_sqrt_p), add(add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))"
211,I,-3.03,500,2,5,0,0,10.4513,126.90447,2.66,5,5,17,53,250000.0,4.0,25.0,0.0,0.0,42.99949475999999,15849.936266040899,3.8416000000000006,16.0,16.0,256.0,2704.0,6.2166061010848646,1.0986122886681098,1.791759469228055,0.0,0.0,2.0225272156950815,4.843372029980836,1.085189268335969,1.6094379124341003,1.6094379124341003,2.833213344056216,3.970291913552122,0.001996007984031936,0.3333333333333333,0.16666666666666666,1.0,1.0,0.13232063937332947,0.0078804361317051,0.33783783783783783,0.2,0.2,0.058823529411764705,0.018867924528301886,22.38302928559939,1.7320508075688772,2.449489742783178,1.0,1.0,2.749072570886407,11.264835995255323,1.7204650534085253,2.23606797749979,2.23606797749979,4.123105625617661,7.280109889280518,5.184255100721941,6.906716162114499,6.9255840866428,8.646049140051325,5.203123025250244,8.648045148035358,5.16538717619364,8.608313290994722,10.370506209427916,8.627181215523024
212,Xe,2.6,0,2,6,0,0,12.1298,131.293,2.6,5,5,18,54,0.0,4.0,36.0,0.0,0.0,67.83004880999998,16974.196859203603,3.6100000000000003,16.0,16.0,289.0,2809.0,0.0,1.0986122886681098,1.9459101490553132,0.0,0.0,2.223098064235713,4.877370989610045,1.0647107369924285,1.6094379124341003,1.6094379124341003,2.8903717578961645,3.9889840465642745,1.0,0.3333333333333333,0.14285714285714285,1.0,1.0,0.10827315150662091,0.00761701293353562,0.3448275862068965,0.2,0.2,0.05555555555555555,0.018518518518518517,1.0,1.7320508075688772,2.6457513110645907,1.0,1.0,3.039062355398454,11.457969279065118,1.7029386365926402,2.23606797749979,2.23606797749979,4.242640687119285,7.3484692283495345,7.1273344282964395,9.83027306488908,9.848791583407598,11.551730220000238,7.145852946814958,12.551730220000241,7.108815909777921,11.514693182963203,15.254668856592879,11.533211701481722
213,Xe,-1.7,50,2,6,0,0,12.1298,131.293,2.6,5,5,18,54,2500.0,4.0,36.0,0.0,0.0,67.83004880999998,16974.196859203603,3.6100000000000003,16.0,16.0,289.0,2809.0,3.9318256327243257,1.0986122886681098,1.9459101490553132,0.0,0.0,2.223098064235713,4.877370989610045,1.0647107369924285,1.6094379124341003,1.6094379124341003,2.8903717578961645,3.9889840465642745,0.0196078431372549,0.3333333333333333,0.14285714285714285,1.0,1.0,0.10827315150662091,0.00761701293353562,0.3448275862068965,0.2,0.2,0.05555555555555555,0.018518518518518517,7.14142842854285,1.7320508075688772,2.6457513110645907,1.0,1.0,3.039062355398454,11.457969279065118,1.7029386365926402,2.23606797749979,2.23606797749979,4.242640687119285,7.3484692283495345,5.166550114570949,6.8890965943008435,6.907615112819363,8.610553749412002,5.185068633089467,8.630161592549257,5.14803159605243,8.573516712374966,10.352708072279151,8.592035230893483
214,Xe,-2.64,200,2,6,0,0,12.1298,131.293,2.6,5,5,18,54,40000.0,4.0,36.0,0.0,0.0,67.83004880999998,16974.196859203603,3.6100000000000003,16.0,16.0,289.0,2809.0,5.303304908059076,1.0986122886681098,1.9459101490553132,0.0,0.0,2.223098064235713,4.877370989610045,1.0647107369924285,1.6094379124341003,1.6094379124341003,2.8903717578961645,3.9889840465642745,0.004975124378109453,0.3333333333333333,0.14285714285714285,1.0,1.0,0.10827315150662091,0.00761701293353562,0.3448275862068965,0.2,0.2,0.05555555555555555,0.018518518518518517,14.177446878757825,1.7320508075688772,2.6457513110645907,1.0,1.0,3.039062355398454,11.457969279065118,1.7029386365926402,2.23606797749979,2.23606797749979,4.242640687119285,7.3484692283495345,5.137284677052659,6.845198438023408,6.863716956541927,8.566655593134566,5.155803195571177,8.571630717512676,5.1187661585341395,8.52961855609753,10.279544478483425,8.548137074616047
215,Xe,-3.09,500,2,6,0,0,12.1298,131.293,2.6,5,5,18,54,250000.0,4.0,36.0,0.0,0.0,67.83004880999998,16974.196859203603,3.6100000000000003,16.0,16.0,289.0,2809.0,6.2166061010848646,1.0986122886681098,1.9459101490553132,0.0,0.0,2.223098064235713,4.877370989610045,1.0647107369924285,1.6094379124341003,1.6094379124341003,2.8903717578961645,3.9889840465642745,0.001996007984031936,0.3333333333333333,0.14285714285714285,1.0,1.0,0.10827315150662091,0.00761701293353562,0.3448275862068965,0.2,0.2,0.05555555555555555,0.018518518518518517,22.38302928559939,1.7320508075688772,2.6457513110645907,1.0,1.0,3.039062355398454,11.457969279065118,1.7029386365926402,2.23606797749979,2.23606797749979,4.242640687119285,7.3484692283495345,5.131326444264503,6.836261088841175,6.854779607359694,8.557718243952333,5.149844962783021,8.559714251936365,5.112807925745985,8.520681206915297,10.26464889651304,8.539199725433816
216,Cs,-1.35,0,1,0,0,0,3.8939,132.9054519,0.79,6,6,1,55,0.0,1.0,0.0,0.0,0.0,0.0,17396.953645410646,0.008100000000000015,25.0,25.0,0.0,2916.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,4.8895782439487645,0.08617769624105241,1.791759469228055,1.791759469228055,0.0,4.007333185232471,1.0,0.5,1.0,1.0,1.0,1.0,0.0075245953494784724,0.9174311926605504,0.16666666666666666,0.16666666666666666,1.0,0.01818181818181818,1.0,1.4142135623730951,1.0,1.0,1.0,1.0,11.528118315666266,1.044030650891055,2.449489742783178,2.449489742783178,1.0,7.416198487095663,5.150273770854984,7.194304421746038,7.212486239927857,8.256516890818911,5.168455589036801,9.256516890818911,5.132091952673165,8.220153254455276,11.300547541709967,8.238335072637092
217,Cs,-7.17,50,1,0,0,0,3.8939,132.9054519,0.79,6,6,1,55,2500.0,1.0,0.0,0.0,0.0,0.0,17396.953645410646,0.008100000000000015,25.0,25.0,0.0,2916.0,3.9318256327243257,0.6931471805599453,0.0,0.0,0.0,0.0,4.8895782439487645,0.08617769624105241,1.791759469228055,1.791759469228055,0.0,4.007333185232471,0.0196078431372549,0.5,1.0,1.0,1.0,1.0,0.0075245953494784724,0.9174311926605504,0.16666666666666666,0.16666666666666666,1.0,0.01818181818181818,7.14142842854285,1.4142135623730951,1.0,1.0,1.0,1.0,11.528118315666266,1.044030650891055,2.449489742783178,2.449489742783178,1.0,7.416198487095663,3.189489457129493,4.253127951157802,4.271309769339621,5.315340420230676,3.207671275311311,5.334948263367931,3.171307638947675,5.27897678386704,6.398586757396241,5.2971586020488575
218,Cs,-7.67,200,1,0,0,0,3.8939,132.9054519,0.79,6,6,1,55,40000.0,1.0,0.0,0.0,0.0,0.0,17396.953645410646,0.008100000000000015,25.0,25.0,0.0,2916.0,5.303304908059076,0.6931471805599453,0.0,0.0,0.0,0.0,4.8895782439487645,0.08617769624105241,1.791759469228055,1.791759469228055,0.0,4.007333185232471,0.004975124378109453,0.5,1.0,1.0,1.0,1.0,0.0075245953494784724,0.9174311926605504,0.16666666666666666,0.16666666666666666,1.0,0.01818181818181818,14.177446878757825,1.4142135623730951,1.0,1.0,1.0,1.0,11.528118315666266,1.044030650891055,2.449489742783178,2.449489742783178,1.0,7.416198487095663,3.1602240196112024,4.2092297948803665,4.227411613062185,5.27144226395324,3.1784058377930204,5.27641738833135,3.1420422014293843,5.235078627589604,6.325423163600514,5.253260445771422
219,Cs,-7.74,500,1,0,0,0,3.8939,132.9054519,0.79,6,6,1,55,250000.0,1.0,0.0,0.0,0.0,0.0,17396.953645410646,0.008100000000000015,25.0,25.0,0.0,2916.0,6.2166061010848646,0.6931471805599453,0.0,0.0,0.0,0.0,4.8895782439487645,0.08617769624105241,1.791759469228055,1.791759469228055,0.0,4.007333185232471,0.001996007984031936,0.5,1.0,1.0,1.0,1.0,0.0075245953494784724,0.9174311926605504,0.16666666666666666,0.16666666666666666,1.0,0.01818181818181818,22.38302928559939,1.4142135623730951,1.0,1.0,1.0,1.0,11.528118315666266,1.044030650891055,2.449489742783178,2.449489742783178,1.0,7.416198487095663,3.1542657868230473,4.2002924456981345,4.218474263879952,5.262504914771007,3.172447605004866,5.26450092275504,3.1360839686412296,5.226141278407372,6.310527581630127,5.24432309658919
220,Ba,-0.36,0,2,0,0,0,5.2117,137.327,0.89,6,6,2,56,0.0,4.0,0.0,0.0,0.0,1.7365968400000014,18582.8861192836,0.03610000000000002,25.0,25.0,1.0,3025.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.8406184599181538,4.922307123241273,0.17395330712343798,1.791759469228055,1.791759469228055,0.6931471805599453,4.02535169073515,1.0,0.3333333333333333,1.0,1.0,1.0,0.43144361032013107,0.007282310263411357,0.8403361344537815,0.16666666666666666,0.16666666666666666,0.5,0.017857142857142856,1.0,1.7320508075688772,1.0,1.0,1.0,1.522432264503088,11.718321552167785,1.0908712114635715,2.449489742783178,2.449489742783178,1.4142135623730951,7.483314773547883,5.290470777247857,7.381341988711428,7.399199131568572,8.490070343032142,5.308327920105,9.490070343032142,5.272613634390714,8.454356057317858,11.580941554495714,8.472213200175
221,Ba,-5.36,50,2,0,0,0,5.2117,137.327,0.89,6,6,2,56,2500.0,4.0,0.0,0.0,0.0,1.7365968400000014,18582.8861192836,0.03610000000000002,25.0,25.0,1.0,3025.0,3.9318256327243257,1.0986122886681098,0.0,0.0,0.0,0.8406184599181538,4.922307123241273,0.17395330712343798,1.791759469228055,1.791759469228055,0.6931471805599453,4.02535169073515,0.0196078431372549,0.3333333333333333,1.0,1.0,1.0,0.43144361032013107,0.007282310263411357,0.8403361344537815,0.16666666666666666,0.16666666666666666,0.5,0.017857142857142856,7.14142842854285,1.7320508075688772,1.0,1.0,1.0,1.522432264503088,11.718321552167785,1.0908712114635715,2.449489742783178,2.449489742783178,1.4142135623730951,7.483314773547883,3.329686463522367,4.440165518123193,4.458022660980336,5.548893872443907,3.3475436063795097,5.568501715581162,3.311829320665224,5.513179586729622,6.6789807701819885,5.531036729586765
222,Ba,-6.56,200,2,0,0,0,5.2117,137.327,0.89,6,6,2,56,40000.0,4.0,0.0,0.0,0.0,1.7365968400000014,18582.8861192836,0.03610000000000002,25.0,25.0,1.0,3025.0,5.303304908059076,1.0986122886681098,0.0,0.0,0.0,0.8406184599181538,4.922307123241273,0.17395330712343798,1.791759469228055,1.791759469228055,0.6931471805599453,4.02535169073515,0.004975124378109453,0.3333333333333333,1.0,1.0,1.0,0.43144361032013107,0.007282310263411357,0.8403361344537815,0.16666666666666666,0.16666666666666666,0.5,0.017857142857142856,14.177446878757825,1.7320508075688772,1.0,1.0,1.0,1.522432264503088,11.718321552167785,1.0908712114635715,2.449489742783178,2.449489742783178,1.4142135623730951,7.483314773547883,3.3004210260040763,4.396267361845757,4.4141245047029,5.504995716166471,3.318278168861219,5.509970840544581,3.2825638831469335,5.469281430452186,6.605817176386262,5.487138573309329
223,Ba,-6.9,500,2,0,0,0,5.2117,137.327,0.89,6,6,2,56,250000.0,4.0,0.0,0.0,0.0,1.7365968400000014,18582.8861192836,0.03610000000000002,25.0,25.0,1.0,3025.0,6.2166061010848646,1.0986122886681098,0.0,0.0,0.0,0.8406184599181538,4.922307123241273,0.17395330712343798,1.791759469228055,1.791759469228055,0.6931471805599453,4.02535169073515,0.001996007984031936,0.3333333333333333,1.0,1.0,1.0,0.43144361032013107,0.007282310263411357,0.8403361344537815,0.16666666666666666,0.16666666666666666,0.5,0.017857142857142856,22.38302928559939,1.7320508075688772,1.0,1.0,1.0,1.522432264503088,11.718321552167785,1.0908712114635715,2.449489742783178,2.449489742783178,1.4142135623730951,7.483314773547883,3.2944627932159216,4.387330012663525,4.405187155520668,5.49605836698424,3.312319936073064,5.498054374968271,3.2766056503587784,5.4603440812699535,6.5909215944158746,5.478201224127096
224,La,0.08,0,2,0,1,0,5.5769,138.90547,1.1,6,8,3,57,0.0,4.0,0.0,1.0,0.0,2.8324890000000007,19015.728780100904,0.16000000000000011,25.0,49.0,4.0,3136.0,0.0,1.0986122886681098,0.0,0.6931471805599453,0.0,0.9869355714434872,4.933736467024793,0.336472236621213,1.791759469228055,2.0794415416798357,1.0986122886681098,4.04305126783455,1.0,0.3333333333333333,1.0,0.5,1.0,0.3727171077152441,0.007199552072668246,0.7142857142857142,0.16666666666666666,0.125,0.3333333333333333,0.017543859649122806,1.0,1.7320508075688772,1.0,1.4142135623730951,1.0,1.6379865689315039,11.785479625369517,1.1832159566199232,2.449489742783178,2.8284271247461903,1.7320508075688772,7.54983443527075,5.5671917295088935,7.750407686128817,7.767951545777939,8.951167502397864,5.584735589158016,9.951167502397862,5.54964786985977,8.916079783099617,12.134383459017785,8.93362364274874
225,La,-5.59,50,2,0,1,0,5.5769,138.90547,1.1,6,8,3,57,2500.0,4.0,0.0,1.0,0.0,2.8324890000000007,19015.728780100904,0.16000000000000011,25.0,49.0,4.0,3136.0,3.9318256327243257,1.0986122886681098,0.0,0.6931471805599453,0.0,0.9869355714434872,4.933736467024793,0.336472236621213,1.791759469228055,2.0794415416798357,1.0986122886681098,4.04305126783455,0.0196078431372549,0.3333333333333333,1.0,0.5,1.0,0.3727171077152441,0.007199552072668246,0.7142857142857142,0.16666666666666666,0.125,0.3333333333333333,0.017543859649122806,7.14142842854285,1.7320508075688772,1.0,1.4142135623730951,1.0,1.6379865689315039,11.785479625369517,1.1832159566199232,2.449489742783178,2.8284271247461903,1.7320508075688772,7.54983443527075,3.6064074157834023,4.80923121554058,4.826775075189703,6.009991031809626,3.6239512754325247,6.029598874946881,3.588863556134279,5.974903312511381,7.232422674704059,5.992447172160503
226,La,-6.3,200,2,0,1,0,5.5769,138.90547,1.1,6,8,3,57,40000.0,4.0,0.0,1.0,0.0,2.8324890000000007,19015.728780100904,0.16000000000000011,25.0,49.0,4.0,3136.0,5.303304908059076,1.0986122886681098,0.0,0.6931471805599453,0.0,0.9869355714434872,4.933736467024793,0.336472236621213,1.791759469228055,2.0794415416798357,1.0986122886681098,4.04305126783455,0.004975124378109453,0.3333333333333333,1.0,0.5,1.0,0.3727171077152441,0.007199552072668246,0.7142857142857142,0.16666666666666666,0.125,0.3333333333333333,0.017543859649122806,14.177446878757825,1.7320508075688772,1.0,1.4142135623730951,1.0,1.6379865689315039,11.785479625369517,1.1832159566199232,2.449489742783178,2.8284271247461903,1.7320508075688772,7.54983443527075,3.5771419782651117,4.765333059263144,4.782876918912267,5.9660928755321905,3.594685837914234,5.9710679999103,3.5595981186159884,5.931005156233945,7.159259080908333,5.948549015883067
227,La,-7.52,500,2,0,1,0,5.5769,138.90547,1.1,6,8,3,57,250000.0,4.0,0.0,1.0,0.0,2.8324890000000007,19015.728780100904,0.16000000000000011,25.0,49.0,4.0,3136.0,6.2166061010848646,1.0986122886681098,0.0,0.6931471805599453,0.0,0.9869355714434872,4.933736467024793,0.336472236621213,1.791759469228055,2.0794415416798357,1.0986122886681098,4.04305126783455,0.001996007984031936,0.3333333333333333,1.0,0.5,1.0,0.3727171077152441,0.007199552072668246,0.7142857142857142,0.16666666666666666,0.125,0.3333333333333333,0.017543859649122806,22.38302928559939,1.7320508075688772,1.0,1.4142135623730951,1.0,1.6379865689315039,11.785479625369517,1.1832159566199232,2.449489742783178,2.8284271247461903,1.7320508075688772,7.54983443527075,3.571183745476956,4.756395710080911,4.773939569730034,5.957155526349958,3.588727605126079,5.959151534333989,3.5536398858278333,5.922067807051711,7.144363498937944,5.939611666700834
228,Ce,0.02,0,2,0,1,1,5.5387,140.116,1.12,6,8,4,58,0.0,4.0,0.0,1.0,1.0,2.7053670400000014,19351.052356963606,0.17640000000000014,25.0,49.0,9.0,3249.0,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.9725954480846228,4.94241398202363,0.3506568716131695,1.791759469228055,2.0794415416798357,1.3862943611198906,4.060443010546419,1.0,0.3333333333333333,1.0,0.5,0.5,0.37810042347247425,0.0071373481297221575,0.704225352112676,0.16666666666666666,0.125,0.25,0.017241379310344827,1.0,1.7320508075688772,1.0,1.4142135623730951,1.4142135623730951,1.62628410802049,11.836725053831403,1.1916375287812986,2.449489742783178,2.8284271247461903,2.0,7.615773105863909,5.592153965654241,7.78379149443554,7.801032873745885,8.992670402527184,5.609395344964586,9.992670402527184,5.574912586343896,8.958187643906495,12.184307931308481,8.97542902321684
229,Ce,-5.18,50,2,0,1,1,5.5387,140.116,1.12,6,8,4,58,2500.0,4.0,0.0,1.0,1.0,2.7053670400000014,19351.052356963606,0.17640000000000014,25.0,49.0,9.0,3249.0,3.9318256327243257,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.9725954480846228,4.94241398202363,0.3506568716131695,1.791759469228055,2.0794415416798357,1.3862943611198906,4.060443010546419,0.0196078431372549,0.3333333333333333,1.0,0.5,0.5,0.37810042347247425,0.0071373481297221575,0.704225352112676,0.16666666666666666,0.125,0.25,0.017241379310344827,7.14142842854285,1.7320508075688772,1.0,1.4142135623730951,1.4142135623730951,1.62628410802049,11.836725053831403,1.1916375287812986,2.449489742783178,2.8284271247461903,2.0,7.615773105863909,3.6313696519287504,4.842615023847303,4.859856403157648,6.051493931938947,3.6486110312390947,6.071101775076203,3.614128272618405,6.017011173318258,7.2823471469947565,6.034252552628602
230,Ce,-5.93,200,2,0,1,1,5.5387,140.116,1.12,6,8,4,58,40000.0,4.0,0.0,1.0,1.0,2.7053670400000014,19351.052356963606,0.17640000000000014,25.0,49.0,9.0,3249.0,5.303304908059076,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.9725954480846228,4.94241398202363,0.3506568716131695,1.791759469228055,2.0794415416798357,1.3862943611198906,4.060443010546419,0.004975124378109453,0.3333333333333333,1.0,0.5,0.5,0.37810042347247425,0.0071373481297221575,0.704225352112676,0.16666666666666666,0.125,0.25,0.017241379310344827,14.177446878757825,1.7320508075688772,1.0,1.4142135623730951,1.4142135623730951,1.62628410802049,11.836725053831403,1.1916375287812986,2.449489742783178,2.8284271247461903,2.0,7.615773105863909,3.60210421441046,4.798716867569867,4.8159582468802125,6.007595775661511,3.619345593720804,6.012570900039622,3.5848628351001146,5.973113017040822,7.20918355319903,5.990354396351166
231,Ce,-6.24,500,2,0,1,1,5.5387,140.116,1.12,6,8,4,58,250000.0,4.0,0.0,1.0,1.0,2.7053670400000014,19351.052356963606,0.17640000000000014,25.0,49.0,9.0,3249.0,6.2166061010848646,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.9725954480846228,4.94241398202363,0.3506568716131695,1.791759469228055,2.0794415416798357,1.3862943611198906,4.060443010546419,0.001996007984031936,0.3333333333333333,1.0,0.5,0.5,0.37810042347247425,0.0071373481297221575,0.704225352112676,0.16666666666666666,0.125,0.25,0.017241379310344827,22.38302928559939,1.7320508075688772,1.0,1.4142135623730951,1.4142135623730951,1.62628410802049,11.836725053831403,1.1916375287812986,2.449489742783178,2.8284271247461903,2.0,7.615773105863909,3.5961459816223043,4.789779518387634,4.80702089769798,5.9986584264792775,3.613387360932649,6.000654434463311,3.5789046023119595,5.964175667858589,7.194287971228642,5.981417047168934
232,Pr,0.11,0,2,0,0,3,5.473,140.90765,1.13,6,8,5,59,0.0,4.0,0.0,0.0,9.0,2.49355681,19571.9288580841,0.18489999999999995,25.0,49.0,16.0,3364.0,0.0,1.0986122886681098,0.0,0.0,1.3862943611198906,0.947440500866371,4.948048360705213,0.3576744442718159,1.791759469228055,2.0794415416798357,1.6094379124341003,4.07753744390572,1.0,0.3333333333333333,1.0,1.0,0.25,0.38773215462758326,0.0070972466870229895,0.6993006993006994,0.16666666666666666,0.125,0.2,0.01694915254237288,1.0,1.7320508075688772,1.0,1.0,2.0,1.6059576582214115,11.870118365037477,1.1958260743101399,2.449489742783178,2.8284271247461903,2.23606797749979,7.681145747868608,5.604427375472792,7.8002534497829314,7.817202602325304,9.013028676635443,5.621376528015165,10.013028676635443,5.587478222930419,8.9791303715507,12.208854750945584,8.996079524093071
233,Pr,-5.24,50,2,0,0,3,5.473,140.90765,1.13,6,8,5,59,2500.0,4.0,0.0,0.0,9.0,2.49355681,19571.9288580841,0.18489999999999995,25.0,49.0,16.0,3364.0,3.9318256327243257,1.0986122886681098,0.0,0.0,1.3862943611198906,0.947440500866371,4.948048360705213,0.3576744442718159,1.791759469228055,2.0794415416798357,1.6094379124341003,4.07753744390572,0.0196078431372549,0.3333333333333333,1.0,1.0,0.25,0.38773215462758326,0.0070972466870229895,0.6993006993006994,0.16666666666666666,0.125,0.2,0.01694915254237288,7.14142842854285,1.7320508075688772,1.0,1.0,2.0,1.6059576582214115,11.870118365037477,1.1958260743101399,2.449489742783178,2.8284271247461903,2.23606797749979,7.681145747868608,3.6436430617473023,4.859076979194697,4.87602613173707,6.071852206047209,3.660592214289675,6.091460049184464,3.6266939092049295,6.037953900962464,7.306893966631859,6.0549030535048365
234,Pr,-5.95,200,2,0,0,3,5.473,140.90765,1.13,6,8,5,59,40000.0,4.0,0.0,0.0,9.0,2.49355681,19571.9288580841,0.18489999999999995,25.0,49.0,16.0,3364.0,5.303304908059076,1.0986122886681098,0.0,0.0,1.3862943611198906,0.947440500866371,4.948048360705213,0.3576744442718159,1.791759469228055,2.0794415416798357,1.6094379124341003,4.07753744390572,0.004975124378109453,0.3333333333333333,1.0,1.0,0.25,0.38773215462758326,0.0070972466870229895,0.6993006993006994,0.16666666666666666,0.125,0.2,0.01694915254237288,14.177446878757825,1.7320508075688772,1.0,1.0,2.0,1.6059576582214115,11.870118365037477,1.1958260743101399,2.449489742783178,2.8284271247461903,2.23606797749979,7.681145747868608,3.6143776242290118,4.815178822917261,4.832127975459634,6.0279540497697734,3.6313267767713846,6.032929174147883,3.597428471686639,5.994055744685028,7.233730372836132,6.011004897227401
235,Pr,-6.22,500,2,0,0,3,5.473,140.90765,1.13,6,8,5,59,250000.0,4.0,0.0,0.0,9.0,2.49355681,19571.9288580841,0.18489999999999995,25.0,49.0,16.0,3364.0,6.2166061010848646,1.0986122886681098,0.0,0.0,1.3862943611198906,0.947440500866371,4.948048360705213,0.3576744442718159,1.791759469228055,2.0794415416798357,1.6094379124341003,4.07753744390572,0.001996007984031936,0.3333333333333333,1.0,1.0,0.25,0.38773215462758326,0.0070972466870229895,0.6993006993006994,0.16666666666666666,0.125,0.2,0.01694915254237288,22.38302928559939,1.7320508075688772,1.0,1.0,2.0,1.6059576582214115,11.870118365037477,1.1958260743101399,2.449489742783178,2.8284271247461903,2.23606797749979,7.681145747868608,3.608419391440856,4.806241473735028,4.823190626277401,6.019016700587541,3.625368543983229,6.021012708571573,3.5914702388984834,5.985118395502795,7.218834790865745,6.002067548045168
236,Nd,0.18,0,2,0,0,4,5.525,144.24200000000005,1.14,6,8,6,60,0.0,4.0,0.0,0.0,16.0,2.660487210000001,20515.995944083617,0.19359999999999997,25.0,49.0,25.0,3481.0,0.0,1.0986122886681098,0.0,0.0,1.6094379124341003,0.967402009697696,4.971437396682694,0.36464311358790924,1.791759469228055,2.0794415416798357,1.791759469228055,4.0943445622221,1.0,0.3333333333333333,1.0,1.0,0.2,0.3800691725894112,0.006933175146009199,0.6944444444444444,0.16666666666666666,0.125,0.16666666666666666,0.016666666666666666,1.0,1.7320508075688772,1.0,1.0,2.23606797749979,1.6220665830970074,12.009748540248461,1.2,2.449489742783178,2.8284271247461903,2.449489742783178,7.745966692414834,5.616666666666667,7.816666666666667,7.833333333333334,9.033333333333335,5.633333333333334,10.033333333333335,5.6000000000000005,9.0,12.233333333333334,9.016666666666667
237,Nd,-4.77,50,2,0,0,4,5.525,144.24200000000005,1.14,6,8,6,60,2500.0,4.0,0.0,0.0,16.0,2.660487210000001,20515.995944083617,0.19359999999999997,25.0,49.0,25.0,3481.0,3.9318256327243257,1.0986122886681098,0.0,0.0,1.6094379124341003,0.967402009697696,4.971437396682694,0.36464311358790924,1.791759469228055,2.0794415416798357,1.791759469228055,4.0943445622221,0.0196078431372549,0.3333333333333333,1.0,1.0,0.2,0.3800691725894112,0.006933175146009199,0.6944444444444444,0.16666666666666666,0.125,0.16666666666666666,0.016666666666666666,7.14142842854285,1.7320508075688772,1.0,1.0,2.23606797749979,1.6220665830970074,12.009748540248461,1.2,2.449489742783178,2.8284271247461903,2.449489742783178,7.745966692414834,3.655882352941176,4.875490196078431,4.8921568627450975,6.092156862745098,3.6725490196078425,6.1117647058823525,3.6392156862745093,6.0588235294117645,7.3313725490196076,6.075490196078431
