,minerals,,
1139,Ca(Al2Si3)O10(H2O)5.5,,
1140,NaFe3S5(H2O)2,,
1141,CaAl3(PO4)(PO3(OH))(OH)6,,
1142,Mg(SO4)(H2O)4,,
1143,Na3Sr(PO4)(CO3),,
1144,Cu2Pb2Fe2Si5O17(H2O)6,,
1145,CuMnO2,,
1146,Ca3Al2(SO4)(OH)2F8(H2O)2,,
1147,(Pt0.5Pb0.5)Bi3(S0.5Se0.5)3.4,,
1148,Sr(Mn0.33Y0.33U0.33)Fe2(Ti0.25Fe0.25Cr0.25V0.25)18(O0.5(OH)0.5)38,,
1149,Ag2Au3TlSb10S10,,
1150,PbFe2(PO4)2(OH)2,,
1151,SiO2,,
1152,CaFe2O(PO4)2,,
1153,Pb(CrO4),,
1154,(Fe0.5Fe0.5)3(Si0.5Fe0.5)2O5(OH)4,,
1155,Ca0.2CrS2(H2O)2,,
1156,Cu7TlSe4,,
1157,(Ni0.9Fe0.1)S,,
1158,KZnCl3(H2O)2,,
1159,Na2NaAlF6,,
1160,Na3Al2(LiF4)3,,
1161,K2Cu5O(SO4)5,,
1162,(NH4)2SiF6,,
1163,K(Mn7Mn)O16,,
1164,K2CaSi4O10(H2O)5,,
1165,Cu2Al(OH)6Sb(OH)6,,
1166,K3(NaMg)(As2O3)6Cl6(H2O)16,,
1167,(NH4)3(NaMg)(As2O3)6Cl6(H2O)16,,
1168,CuFe2S3,,
1169,AgSbS2,,
1170,Pb4(OH)4Pb(S2O3)3,,
1171,Pb21Cu20Cl42(OH)40(H2O)6,,
1172,Mg2Mg5Si8O22(OH)2,,
1173,CuAl,,
1174,Cu2O,,
1175,Cu3Au,,
1176,Cu8AgBi13S24,,
1177,CuFe4(SO4)6(OH)2(H2O)20,,
1178,Pb4CuZn2(PO4)4(OH)2,,
1179,Cu(IrIr)S4,,
1180,Cu(CrCr)S4,,
1181,Cu8Pb4Ag3Bi19S38,,
1182,Cu4AgPb2Bi9S18,,
1183,Cu3O(MoO4)2,,
1184,Cu7Pb27Bi25S68,,
1185,Cu0.9Ag0.5Pb0.6Bi2.5S5,,
1186,Cu6As2S7Ag9CuS4,,
1187,Cu6Sb2S7Ag9CuS4,,
1188,(Cu0.5Fe0.5)Rh2S4,,
1189,CaCuSi4O10,,
1190,Cu(UO2)2(SiO3(OH))2(H2O)6,,
1191,CuFe2O4,,
1192,Cu2(Sb0.5Tl0.5),,
1193,Cu3(WO4)2(OH)2,,
1194,Pb4CuZn2(AsO4)2(PO4)2(OH)2,,
1195,Ba(Al0.5Ti0.5)(PO4)((OH)0.5O0.5)F,,
1196,Pb(UO2)2(VO4)2(H2O)5,,
1197,Pb3.5(UO2)8.0O9.0((OH)2)2.5(H2O)2,,
1198,Na4Ca3MgAl4(AsO3(OH))12(H2O)9,,
1199,Ca8(Si2O7)2F4,,
1200,Ca2MnAs14O24Cl,,
1201,Fe2TeO6(H2O)3,,
1202,K2Cu(SO4)2(H2O)6,,
1203,Cu4Al2(SO4)(OH)12(H2O)2,,
1204,FePb3Sn4Sb2S14,,
1205,Ba(Si0.5Al0.5)4(O0.5(OH)0.5)8(H2O),,
1206,Ca19Cu(Al0.5Mg0.5)12Si18O69(OH)9,,
1207,NaFe3(PO4)2(OH)4(H2O)2,,
1208,Na4Ca3Mg(PO4)4,,
1209,Ca2(Si20Al4)O48(H2O)13,,
1210,K4(Si20Al4)O48(H2O)13,,
1211,Na4(Si20Al4)O48(H2O)13,,
1212,Pb23Sb25S60Cl,,
1213,Zn3TeO6,,
1214,PbHgAs2S5,,
1215,Ca5Mn(Si3O9)2,,
1216,Tl4Pb2(As0.5Sb0.5)20S34,,
1217,K2ZrSi6O15,,
1218,Pb3O2(OH)Cl,,
1219,PtIn2,,
1220,Be3Fe4(SiO4)3S,,
1221,CuZn2,,
1222,CaB2Si2O8,,
1223,(Cu0.5Ag0.5)14HgS8,,
1224,Na21Mg(SO4)10Cl3,,
1225,Na21Fe(SO4)10Cl3,,
1226,Na21Mn(SO4)10Cl3,,
1227,Ag5Bi13S22,,
1228,CuPtAsS2,,
1229,Sr3Ce(PO4)(CO3)3,,
1230,KNa2Mn2(Li2ZnSi12)O30,,
1231,Na3(SO4)(NO3)(H2O),,
1232,BaCa12(SiO4)4(SO4)2O3,,
1233,Na(Al2Li)Al6(Si6O18)(BO3)3(OH)3O,,
1234,Mg(HCOO)2(H2O)2,,
1235,CaB(SiO4)(OH),,
1236,BiO(OH),,
1237,FeCr2S4,,
1238,K2TiSi6O15,,
1239,CaSiO3,,
1240,(NH4)5(VO)2(C2O4)P4O11.0(OH)1.25(H2O)3,,
1241,Ce(Y0.5U0.5)Fe2(Ti0.25Fe0.25Cr0.25V0.25)18(O0.33(OH)0.33F0.33)38,,
1242,La(Y0.5U0.5)Fe2(Ti0.25Fe0.25Cr0.25V0.25)18(O0.33(OH)0.33F0.33)38,,
1243,Zn3(AsO4)2(H2O)4,,
1244,(Ca0.5)2Na6Al8Si8O32,,
1245,Na12K3Ca6Fe3Zr3(Si26O73(OH))Cl2,,
1246,CaScAlSiO6,,
1247,MnAl6Si4O17(OH)2,,
1248,(Na0.5K0.5)6(SO4)0.5ClCa2Cl2(Si6Al6O24),,
1249,NaAl(CO3)(OH)2,,
1250,Hg2Hg3S2O(CrO4),,
1251,Ag9Hg0.5As6S12Te2,,
1252,Al71Ni24Fe5,,
1253,Y4Cu(CO3)4Cl(OH)5(H2O)2,,
1254,Fe6Fe3(Si6O17)O3(OH)5,,
1255,Ca6(CO3)1.58(Si2O7)0.21(OH)7Cl0.50(OH)0.08(H2O)0.42,,
1256,TlPb58As97S204,,
1257,CuFeO2,,
1258,K7Na3Ca5Al2Si14O38F4Cl2,,
1259,Ce4Mg(Fe2W)(Si2O7)2O6(OH)2,,
1260,Fe(UO2)2(SO4)2(OH)2(H2O)7,,
1261,Ba2Ti2(Na2)Ti(Si2O7)2(OH)2(H2O)2O2,,
1262,VAl2O4,,
1263,Ca6(Si2O7)(SiO4)(OH)2,,
1264,(Na0.5REE0.25Ca0.25)(Ca0.75REE0.25)Sr1.5(CaNa0.25REE0.25)(PO4)3F0.5(OH)0.5,,
1265,Cu4(UO2)Mo2O8(OH)6,,
1266,Sr(VO3)2(H2O)4,,
1267,(Al0.67)Al2O4,,
1268,CaFe4(PO4)2(OH)8(H2O)4.5,,
1269,BaCa2Mn4(Si3O10)(Si2O7)(OH)4(H2O)3,,
1270,K2SiF6,,
1271,Pb2Cu5(UO2)2(SeO3)6(OH)6(H2O)2,,
1272,BiSBr,,
1273,BiSCl,,
1274,BiSI,,
1275,(NH4)2NaAl(C2O4)(PO3(OH))2(H2O)2,,
1276,KCa2Si3O8F,,
1277,CaMnTe4O10,,
1278,Na8Al6Si6O24((PO4)0.5(CO3)0.5)0.75(H2O)3,,
1279,Fe4Ti3SbO13(OH),,
1280,Cu4(UO2)(SeO3)2(OH)6,,
1281,Ag2AsS2,,
1282,Mg6Mn2(CO3)(OH)16(H2O)4,,
1283,PbZn(VO4)(OH),,
1284,Ca3Mn(SO4)2(OH)6(H2O)3,,
1285,Sr(Y0.33U0.33Mn0.33)Fe2(Ti0.25Fe0.25Cr0.25V0.25)18(O0.5(OH)0.5)38,,
1286,Fe2(PO4)(SO4)(OH)(H2O)6,,
1287,Ce2(C2O4)3(H2O)10,,
1288,Ca4Ca2Fe10O4(Fe10Si2)O36,,
1289,CaCu4(SO4)2(OH)6(H2O)3,,
1290,Ba6Fe7Fe2(Si4O12)2(PO4)2(CO3)O2(OH)4,,
1291,H2Pb3(UO2)6O4(PO4)4(H2O)12,,
1292,Na8Al6Si6O24((PO4)0.5(CO3)0.5)0.75(H2O)3,,
1293,Ca9Fe(PO4)7,,
1294,CuPb2Cl2(OH)4,,
1295,Fe2(PO4)(SO4)(OH)(H2O)6,,
1296,C,,
1297,NaAl11O17,,
1298,Ag3Pb2Sb3S8,,
1299,AlO(OH),,
1300,K(NaMn)CaNa3AlMn13(PO4)12(OH)2,,
1301,Al2Si2O5(OH)4,,
1302,MgV2O6(H2O)7,,
1303,Na2CaCu2Si8O20(H2O),,
1304,Ni3As,,
1305,ZnAl2(SO4)4(H2O)22,,
1306,Ca2(IO3)2(CrO4)(H2O),,
1307,Cu1.8S,,
1308,As4S3,,
1309,(Ce0.5La0.5)4Fe(Ti0.25Fe0.25Mg0.25Fe0.25)2Ti2Si4O22,,
1310,C20H36,,
1311,CaMgSi2O6,,
1312,CuSiO3(H2O),,
1313,CaCu4Cl6(OH)4(H2O)4,,
1314,NaK6MgCa2(Al13Si47)O120(H2O)36,,
1315,CaCe(Al2Mg)Si2O7(SiO4)O(OH),,
1316,CaLa(Al2Mg)Si2O7(SiO4)O(OH),,
1317,Pb11Sb13S30(S2)0.5,,
1318,(NH4)Mg(PO4)(H2O),,
1319,Na2Ba6Ce2FeTi3Si12O36(OH)10(H2O),,
1320,CuFeMn14(AsO4)(AsO3)5(SiO4)2(OH)6,,
1321,K6(Fe0.33Cu0.33Ni0.33)25S26Cl,,
1322,Cu31S16,,
1323,K3Cu5AlO2(AsO4)4,,
1324,Ca(Al2Si2O8),,
1325,CaAl2O4,,
1326,Na4Ca(SO4)3,,
1327,Ca2Ca(AsO4)2(H2O)2,,
1328,Cu8O2(VO4)3Cl3,,
1329,Cu2O(SO4),,
1330,CaCe(Mg2Al)Si2O7(SiO4)F(OH),,
1331,CaMg(CO3)2,,
1332,V3O4(OH)4,,
1333,Cu4(AsO4)(AsO3(OH))(OH)3(H2O),,
1334,Cu3As,,
1335,Cu2.0As,,
1336,Al2(Si3Al)O10(OH)2Al2.33(OH)6,,
1337,Ca2Fe(PO4)2(H2O)2,,
1338,Pb4ZnZn2(PO4)4(OH)2,,
1339,Ni3HgS3,,
1340,NaSr3CaY(CO3)6(H2O)3,,
1341,Ca(H2O)3Fe2(V2O7)2,,
1342,(Mn0.5Mg0.5)MgSi2O6,,
1343,CaAl4Si2O11,,
1344,TlFe3(SO4)2(OH)6,,
1345,Na2(PO3(OH))(H2O)2,,
1346,Ca4Mg3Fe9O4Si3Al8FeO36,,
1347,K2FeCl4((OH)2)2,,
1348,Ca6Zr(Si2O7)2(OH)4,,
1349,SeO2,,
1350,Al(OH)3,,
1351,Mg7Al2(Si4Al2)O15(OH)12,,
1352,CuMg(SO4)2,,
1353,NaMg3Al6(Si6O18)(BO3)3(OH)3(OH),,
1354,Tl4(Sb2.5As1.5)S8,,
1355,Ba2Al4(CO3)4(OH)8(H2O)3,,
1356,Bi(VO4),,
1357,Li2Al4(OH)12Cl2(H2O)3,,
1358,Cd(SO4)(H2O)4,,
1359,Ni6Fe2Cl2(OH)16(H2O)4,,
1360,Pb2Fe(PO4)(PO3(OH))(OH)2,,
1361,MoSe2,,
1362,Na30(Ca0.25Na0.25Ce0.25Sr0.25)12(Na0.25Mn0.25Fe0.25Ti0.25)6Zr3Ti3MnSi51O144((OH)0.33(H2O)0.33Cl0.33)9,,
1363,Ca0.5FeFe5(PO4)4(OH)6(H2O)2,,
1364,Pb2As2S5,,
1365,PbCu(AsO4)(OH),,
1366,Pb3Zn3(TeO6)(AsO4)2,,
1367,Bi24Cr8O57(OH)6(H2O)3,,
1368,Pb2(UO2)3O2(PO4)2(H2O)5,,
1369,AlAl6BSi3O18,,
1370,PbAl2(CO3)2(OH)4(H2O),,
1371,NaAl(AsO4)F,,
1372,As4S,,
1373,KK2Mn2(Zn2LiSi12)O30,,
1374,BaFe3(AsO4)(AsO3(OH))(OH)6,,
1375,NaZnBa2Ce2Ti2Si8O26F(H2O),,
1376,Na(Fe2.5Ti0.5)Al6(Si6O18)(BO3)3(OH)3O,,
1377,VO(OH)2,,
1378,Ni(SO4)(H2O),,
1379,Ni(UO2)2(AsO3)2(H2O)7,,
1380,Mg5(CO3)4(OH)2(H2O)5,,
1381,Na8Ce(La0.5REE0.5)2(PO4)6,,
1382,Ag3.2Sb0.8,,
1383,In(OH)3,,
1384,FeSe2,,
1385,Ca3(SbSn)(FeO4)3,,
1386,CaCu2S2,,
1387,Ca2SnAl2Si6O18(OH)2(H2O)2,,
1388,Ca3(C6H5O7)2(H2O)4,,
1389,MnFe2(PO4)2(OH)2(H2O)4,,
1390,KAlMg2(Si2Al2)O10(OH)2,,
1391,ZnTiO3,,
1392,Pb6As2O7Cl4,,
1393,Ag2CuAsS3,,
1394,NaNa2(Mg4Al)Si8O22(OH)2,,
1395,(Ca0.5Pb0.5)CuTeO5(H2O),,
1396,(Cu0.5Fe0.5)Pb9Bi12S28,,
1397,AgTl3Pb4As11Sb9S36,,
1398,Cu12Pb2O15Br2,,
1399,TlPbAs3S6,,
1400,NaCa2Mg5(Si7Al)O22(OH)2,,
1401,Hg6Si2O7,,
1402,FeNb3S6,,
1403,Ca9(SiO4)4F2,,
1404,Ba(Si3Al2)O10(H2O)4,,
1405,Hg3(CrO4)S2,,
1406,Fe5C2,,
1407,K2NaCu5FeO2(AsO4)4,,
1408,Cu3Cd2(SO4)2(OH)6(H2O)4,,
1409,BaCuSi4O10,,
1410,(NH4)2Mg2(SO4)3,,
1411,(Na0.33K0.33Ca0.33)1.5Mn6(Si0.5Al0.5)10O24(OH)4(H2O)9,,
1412,(Hg2)3OCl3(OH),,
1413,Ca2ZnBe(PO4)2(PO3(OH))(H2O)4,,
1414,KNa2(MgNa)(Mg3Si12)O30,,
1415,KNa6Be2(Si15Al3)O39F2,,
1416,Na2Mg(CO3)2,,
1417,Ca2ThSi8O20,,
1418,Ca2B4O7Cl2(H2O)2,,
1419,(Fe0.33Fe0.33Zn0.33)12(AsO3)6(AsO3)SiO3(OH)(OH)6,,
1420,ThFeNb2O8,,
1421,(Nb0.5Mo0.5)S2(Mg0.5Al0.5)(OH)2.5,,
1422,Na3Cu6BiO4(SO4)5,,
1423,Na(Al1.5Li1.5)Al6(Si6O18)(BO3)3(OH)3(OH),,
1424,Ca3(U0.5Zr1.5)(FeO4)3,,
1425,NaFe(SO4)2,,
1426,Cu6BiSe4(Se2),,
1427,(K2Pb)Cu4O2(SO4)4,,
1428,(Mg5Si2)O9,,
1429,V7S8,,
1430,Na1.5LiTi2O2Si4O10.5(OH)1.5(H2O)2,,
1431,Mg6(Mg0.25Ti0.25Zr0.25)2(Al0.5Mg0.5)6Si8O28(OH)10,,
1432,CaCr2O4,,
1433,Na5Ca6Si18O38(OH)13(H2O)6,,
1434,NaMgAl3(PO4)2F6(H2O)9,,
1435,Tl3AsS3,,
1436,K2NaAlF6,,
1437,Na2ZrSi6O15(H2O)3,,
1438,Ca12Fe10Si4O32Cl6,,
1439,CuPb4(SO4)O2(OH)4(H2O),,
1440,Pb5(CrO4)2(PO4)2(H2O),,
1441,Na2LiFeSi6O15,,
1442,Cu10.7Pb10.7Bi21.3S48,,
1443,Ba2Ti2Na3Fe(Si2O7)2O2F2,,
1444,Fe2(TeO3)3(H2O)2,,
1445,CuBiS2,,
1446,AgTe,,
1447,Cu3AsS4,,
1448,KCu3(V2O7)(OH)2Cl,,
1449,K3Na2Ca10Al15(OH)7(PO4)21(H2O)26,,
1450,Tl6Pb32As70S140,,
1451,Mg2Si2O6,,
1452,MnAl(PO4)(OH)2(H2O),,
1453,NaLiAl2(Si2Al2)O10(OH)2,,
1454,Na2Be2Si6O15(H2O),,
1455,Ca2(Al2Fe)Si2O7(SiO4)O(OH),,
1456,CaSr(Al2Fe)Si2O7(SiO4)O(OH),,
1457,NaCaCu5(PO4)4AsO2(OH)2(H2O)7,,
1458,Ca3Si18Al6O48(H2O)16,,
1459,(Na)Nb2Na3Ti(Si2O7)2O2(OH)2(H2O)4,,
1460,Mg(SO4)(H2O)7,,
1461,Cu4SnS6,,
1462,NaMn(PO4)(OH)(H2O)2,,
1463,NaFeS2(H2O)2,,
1464,Fe3B7O13Cl,,
1465,Cu4O(AsO4)2,,
1466,BaMn2Fe(Si2O7)O(OH),,
1467,(Cu0.5)CuCaZn2(AsO4)3(H2O),,
1468,(Pb32O21)(V0.25Si0.25Mo0.25As0.25)4O16.0Cl9,,
1469,Ca3Sc2(SiO4)3,,
1470,CuCl2(H2O)2,,
1471,Ca5Si26Al10O72(H2O)30,,
1472,K10Si26Al10O72(H2O)30,,
1473,Na10Si26Al10O72(H2O)30,,
1474,Fe4Fe2Si6O15(OH)8,,
1475,OsS2,,
1476,(NH4)(As2O3)2Br,,
1477,NiMn3O7(H2O)3,,
1478,Tl2SnAs2S6,,
1479,Mg(CH3SO3)2(H2O)12,,
1480,(Mn0.5Fe0.5)Al(PO4)((OH)0.5O0.5)2,,
1481,K3Na4(Fe0.33Mn0.33Ti0.33)2Si8O20((OH)0.5O0.5)4(H2O)4,,
1482,CaMg7Fe2(OH)18(SO4)2(H2O)12,,
1483,Na2Si4O9,,
1484,Co3(AsO4)2(H2O)8,,
1485,K2FeCl5(H2O),,
1486,Ag8Pb12Bi16S40,,
1487,Ca2NaMnTi5Si12O34O2(OH)3(H2O)12,,
1488,NaMnCe(PO4)2(H2O)4,,
1489,CuFeSe2,,
1490,Ag7Pb10Bi15S36,,
1491,Cr2O3,,
1492,Na4Ca3Mg2As2O6(OH)2As10O20(OH)20(H2O)6(H2O),,
1493,NaCa2Al2(AsO4)2F4(OH)(H2O)2,,
1494,PbCa2(Zn(SiO4))3,,
1495,BaSi6O13(H2O)7,,
1496,CaFeAlSiO6,,
1497,Ca6Al2(SO4)3(OH)12(H2O)27,,
1498,CuAgSe,,
1499,KNaCu3O(SO4)3,,
1500,Cu2(AsO4)(OH)(H2O)3,,
1501,BeAl(SiO4)(OH),,
1502,LiAl(SiO4),,
1503,Na15Ca6Fe3Zr3Si(Si25O73)(O0.33(OH)0.33(H2O)0.33)3(Cl0.5(OH)0.5)2,,
1504,Na2Be2Si6O15(H2O),,
1505,Ag11Hg2,,
1506,Na4Ca(SO4)3(H2O)2,,
1507,Bi4(SiO4)3,,
1508,(Cu0.5Zn0.5)16(TeO3)2(AsO4)3Cl(OH)18(H2O)7,,
1509,(Y0.2Ca0.2Ce0.2U0.2Th0.2)(Nb0.33Ta0.33Ti0.33)2O6,,
1510,Al3(PO4)(OH)6(H2O)8,,
1511,Tl4(VO)3(SO4)5(H2O)5,,
1512,Mn2(AsO4)(OH),,
1513,C23H48,,
1514,(Ca0.2K0.2Na0.2Sr0.2Ba0.2)48(Ti0.25Nb0.25Fe0.25Mn0.25)12(OH)12Si48O144((OH)0.33F0.33Cl0.33)14,,
1515,Na2Mg(AsO4)F,,
1516,Ba(Na0.2Ca0.2Y0.2Ce0.2K0.2)(CO3)2(H2O)2.6,,
1517,Mg8Ca8(UO2)24(CO3)30O4(OH)12(H2O)138,,
1518,Th0.75Al3(PO4)2(OH)6,,
1519,FeGe3O7(OH),,
1520,Na2B5O7(OH)3(H2O)2,,
1521,Pb2Fe3(TeO3)3(SO4)O2Cl,,
1522,CaB3O5(OH),,
1523,Na3Al3Si3O12(H2O)2,,
1524,Be2MnFe2(PO4)4(H2O)6,,
1525,CaZn5Fe2(AsO4)6(H2O)14,,
1526,Pb12(TeO3)11(SO4),,
1527,K2Ca(CO3)2,,
1528,Ca2Mn(PO4)2(H2O)2,,
1529,Li6K2Na(Ca6Na)Ti4(Si6O18)2(Si12O30)F2,,
1530,Ni4Si6O15(OH)2(H2O)6,,
1531,K4(VO)3(SO4)5,,
1532,Pb3Sb2S6,,
1533,MnC2O4(H2O)3,,
1534,Ca2MgMn2Fe2Fe2Zn4(PO4)8(OH)4(H2O)14,,
1535,Cu3SbS4,,
1536,Ca4MnAl4(PO4)6(OH)4(H2O)12,,
1537,Tl3AsS4,,
1538,Na82.5Ca33K16.5(Si99Al99O396)(SO4)33(H2O)4,,
1539,Na46Ca10(Si42Al42O168)(SO4)12(H2O)6,,
1540,Mg3(PO4)2,,
1541,Pb2(CO3)(S2O3),,
1542,(Ca0.33Na0.33Mg0.33)2(Si0.5Al0.5)12O24(H2O)15,,
1543,(Mg0.25Na0.25K0.25Ca0.25)2(Si0.5Al0.5)12O24(H2O)15,,
1544,(Na0.33Ca0.33Mg0.33)2(Si0.5Al0.5)12O24(H2O)15,,
1545,ZnAl6(PO4)4(OH)8(H2O)4,,
1546,PbBiCu6O4(SeO3)4(OH)(H2O),,
1547,Fe2(SiO4),,
1548,(K0.5Na0.5)2.5(Ca0.5Na0.5)7Si16O38((OH)0.5F0.5)2(H2O)3.5,,
1549,Ca2Mg2B4O7(OH)6,,
1550,K2Cu3O(SO4)3,,
1551,MgCu4(SO4)2(OH)6(H2O)6,,
1552,Fe2(FeTi)O5,,
1553,Pb2Zn(AsO4)2(H2O),,
1554,MnO(OH),,
1555,Na11Ca9(Fe0.5Fe0.5)2Zr3Nb(Si25O73)((OH)0.25(H2O)0.25Cl0.25O0.25)5,,
1556,Cu2Pb6Bi8S19,,
1557,Al4(SO4)(OH)10(H2O)4,,
1558,KNaFeSi4O10,,
1559,Ba6Fe3Si8O23(CO3)2Cl3(H2O),,
1560,Na12Ca6Fe3Zr3Si(Si25O73)(H2O)3(OH)2,,
1561,Cu11Mg2Cl18(OH)8(H2O)16,,
1562,Fe(WO4),,
1563,Cr1.5Fe0.2,,
1564,Ag8(Sb5As3)S16,,
1565,CeNbO4(H2O)0.3,,
1566,CeNbO4,,
1567,(Nd0.5Ce0.5)NbO4,,
1568,YNbO4,,
1569,YNbO4,,
1570,(Fe0.14Rh0.14Ni0.14Ir0.14Cu0.14Co0.14Pt0.14)8.5S8,,
1571,Na4(UO2)(SO4)3(H2O)3,,
1572,(Ca0.33Na0.33K0.33)0.9(V0.25V0.25Fe0.25Ti0.25)8O20(H2O)4,,
1573,FeO(OH),,
1574,MgMn4(Fe0.5Al0.5)4Zn4(PO4)8(OH)4(H2O)20,,
1575,Ca5(AsO3(OH))2(AsO4)2(H2O)9,,
1576,CaCeFeAlMn(Si2O7)(SiO4)O(OH),,
1577,CaLaFeAlMn(Si2O7)(SiO4)O(OH),,
1578,CaCe(FeAlFe)Si2O7(SiO4)O(OH),,
1579,CaLa(FeAlFe)Si2O7(SiO4)O(OH),,
1580,MnLaFeAlMn(Si2O7)(SiO4)O(OH),,
1581,Pb2Fe(PO4)(VO4)(OH),,
1582,(La0.33Ce0.33Ca0.33)9Fe(SiO4)3(SiO3(OH))4(OH)3,,
1583,Fe0.67Fe4(SO4)6(OH)2(H2O)20,,
1584,Pb(Mn6Fe2)O16,,
1585,(K0.5Na0.5)5(Si31Al5)O72(H2O)18,,
1586,Mg2(K0.5Na0.5)2Ca0.5(Si29Al7)O72(H2O)18,,
1587,(Na0.5K0.5)5(Si31Al5)O72(H2O)18,,
1588,(NH4)2.5Mg2.5(Al5Si31O72)(H2O)22,,
1589,Na(NaCa)(Mg4Fe)(Si7Al)O22F2,,
1590,NaNa2(Mg2Fe2Li)Si8O22F2,,
1591,(NaMn)(Mg4Fe)Si8O22(OH)2,,
1592,(Ca3Ce)Ce2Fe2B4Si4O22(OH)2,,
1593,Ba(Mn6Fe2)O16,,
1594,Fe10O14(OH)2,,
1595,NaCa2(Mg3FeTi)(Si6Al2)O22O2,,
1596,Na(NaCa)(Mg4Fe)(Si7Al)O22(OH)2,,
1597,NaNa2(Mg2Fe2Li)Si8O22(OH)2,,
1598,CaZnFe(AsO4)2(OH)(H2O),,
1599,Fe2(MoO4)3(H2O)7,,
1600,Ca4Ce2Fe(Be1.5)Si4B4O22O2,,
1601,Na3Fe(SO4)3(H2O)3,,
1602,NaNa2(Mg3FeTi)Si8O22O2,,
1603,NaLi2(Mg2Fe2Li)Si8O22(OH)2,,
1604,CaCe3(FeAl2Fe)Si2O7Si3O12.0O(OH)2,,
1605,CaLa3(FeAl2Fe)Si2O7Si3O12.0O(OH)2,,
1606,Ca2Fe(AlSi3)O10(OH)2,,
1607,FeSi2O5(OH),,
1608,(Fe0.67)2(Fe)3(PO4)3(OH)4(H2O),,
1609,K(FeSi3O8),,
1610,(Fe0.33Fe0.33Mg0.33)4(Si0.5Fe0.5)6O15(O0.5(OH)0.5)2(H2O)6,,
1611,Li0.5(Fe0.5Mn0.5)(PO4),,
1612,FeFe2(PO4)2(OH)3(H2O)5,,
1613,Pb2.4Fe2Si4O10(CO3)1.7(OH)3(H2O),,
1614,Fe3(AsO4)2(OH)3(H2O)5,,
1615,Na(NaCa)(Mg3Fe2)(Si6Al2)O22(OH)2,,
1616,FeAl2(PO4)2(OH)3(H2O)5,,
1617,(NaCa)(Mg4Fe)Si8O22(OH)2,,
1618,Ca2(Mg1.25Fe3.75)Si8O22(OH)2,,
1619,NaFeFe2(PO4)3,,
1620,KFeAlSi4O10(OH)2,,
1621,Fe2Fe5Si8O22(OH)2,,
1622,FeFe5(PO4)4(OH)5(H2O)6,,
1623,Na2Fe5FeAl(PO4)6,,
1624,CaFeSi2O6,,
1625,FeAl2Si2O6(OH)4,,
1626,KFeFeSi4O10(OH)2,,
1627,Ca1.5Fe(Si0.33Al0.33Be0.33)5Be2O13(OH)2(H2O)2,,
1628,NaCa2Fe5(Si7Al)O22(OH)2,,
1629,(NH4)2Fe2(SO4)3,,
1630,BaFe2Fe(Si2O7)O(OH),,
1631,NaNa2(Fe2Fe2Li)Si8O22F2,,
1632,Ca2(Fe4Fe)(Si7Al)O22(OH)2,,
1633,Na(NaCa)(Fe4Fe)(Si7Al)O22(OH)2,,
1634,NaNa2(Fe1.5Mg0.5)Fe2(AlSi7O22)(OH)2,,
1635,NaNa2(Fe3FeTi)Si8O22O2,,
1636,NaLi2(Fe2Fe2Li)Si8O22(OH)2,,
1637,Ag6As2S7Ag10FeAs2S8,,
1638,NaCa2Fe5(Si7AlO22)F2,,
1639,NaLi2(Fe2Al2Li)Si8O22F2,,
1640,Fe2(Fe3Al2)(Si6Al2)O22(OH)2,,
1641,Na2Fe3Al2Si8O22(OH)2,,
1642,Fe(SO4)(H2O)6,,
1643,(Fe0.25Mg0.25Zn0.25Al0.25)3(Al0.33Ti0.33Fe0.33)8O15(OH),,
1644,Li2(Fe3Al2)Si8O22(OH)2,,
1645,Ca2(Fe4Al)(Si7Al)O22(OH)2,,
1646,(Fe0.5Mg0.5)2Al4Si5O18,,
1647,Na(NaCa)(Fe4Al)(Si7Al)O22(OH)2,,
1648,Na15Ca6Fe3Zr3Nb(Si25O73)(O0.33(OH)0.33(H2O)0.33)3(F0.5Cl0.5)2,,
1649,Cu2FeSnS4,,
1650,BaFe3(Si2Al2)O10(OH)2,,
1651,FeFe2(PO4)2(OH)2(H2O)8,,
1652,Ca9NaFe(PO4)7,,
1653,Pt2FeNi,,
1654,(Al0.33Fe0.33Zn0.33)2(Al0.5Sn0.5)6O11(OH),,
1655,(Al0.33Fe0.33Zn0.33)3(Al0.33Sn0.33Fe0.33)8O15(OH),,
1656,Na3SrCeFeSi6O17,,
1657,Na3SrLaFeSi6O17,,
1658,NaFe2(Fe3Al2)(Si5Al3)O22(OH)2,,
1659,NaCa2(Fe4Al)(Si6Al2)O22(OH)2,,
1660,NaLi2(Fe2Al2Li)Si8O22(OH)2,,
1661,Na2FeMgAl(PO4)3,,
1662,CaMn3Fe(Si5O15),,
1663,NaCaNaFe5(Si8O22)(OH)2,,
1664,(Fe0.5Mn0.5)2Fe3(PO4)3(OH)4(H2O),,
1665,NaFe(FeAl)(PO4)3,,
1666,Ca0.3(Fe0.33Mg0.33Fe0.33)3(Si0.5Al0.5)4O10(OH)2(H2O)4,,
1667,FeSe2,,
1668,Fe2Si2O6,,
1669,FeAs3,,
1670,CuFe2TlAs2S6,,
1671,FeFe2(PO4)2(OH)2(H2O)6,,
1672,Be(Fe0.33Mg0.33Zn0.33)3Al8O16,,
1673,(Be0.33Zn0.33Mg0.33)FeAl4O8,,
1674,Na(NaCa)(Fe3Al2)(Si6Al2)O22(OH)2,,
1675,FeTiTa2O8,,
1676,FeS0.85Fe(OH)2,,
