,minerals,,
3319,Ba44Si66Al30O192Cl25(OH)33,,
3320,KFe6(Si7Al)O19(OH)4Cl2,,
3321,Ca4Al6Si6O24(CO3),,
3322,Na5(UO2)(SO4)3(SO3(OH))(H2O),,
3323,(NH4)(UO2)(SO4)(OH)(H2O)2,,
3324,Mg6Al2(OH)16(OH)2(H2O)4,,
3325,NaMg2(PO3(OH))(PO4)(OH)H5O2,,
3326,K3Cu7FeO4(AsO4)4,,
3327,(Ce0.5Ca0.5)5(SiO4)1.5(BO4)1.5(OH)0.5O0.5,,
3328,C2H17O5Si46O92,,
3329,Mn(Sb0.5Fe0.5)O3,,
3330,Pb2Fe2O2(Si2O7),,
3331,Cu2OCl2,,
3332,Ca(V0.5V0.5)4O10(H2O)5,,
3333,NaKZrSi8O19(H2O)5,,
3334,Fe(SO4)(H2O)7,,
3335,Ba2Na2MgNb6O19(H2O)6,,
3336,Ca4(Na0.5Ca0.5)4Be4AlSi7O24(F0.5O0.5)4,,
3337,CaFe2Mo5O10(PO4)2(OH)12(H2O)8,,
3338,(Ni0.5Fe0.5)4P,,
3339,Al2C6(COO)6(H2O)16,,
3340,K3Zn2Cl7,,
3341,NiTe2,,
3342,CaFeFe(PO4)2(OH),,
3343,Pb5Mn3Ag2Sb6As4S24,,
3344,Cs6(Ce0.33REE0.33Ca0.33)30(Si70O175)((OH)0.33F0.33(H2O)0.33)35,,
3345,Cs6(Nd0.33REE0.33Ca0.33)30(Si70O175)((OH)0.33F0.33(H2O)0.33)35,,
3346,Mn2Mn2MnCa(Si3O9)2,,
3347,Pb3O2Cl2,,
3348,K2(H2O)15Ca(H2O)6Mo8P2Fe3O34(OH)3,,
3349,Na2(H2O)15Cu(H2O)6Mo8P2Fe3O34(OH)3,,
3350,Na2(H2O)15Fe(H2O)6Mo8P2Fe3O35(OH)2,,
3351,NaAl(SO4)2(H2O)11,,
3352,Pb13CuSb7S24,,
3353,Ba3MgZr4Nb12O42(H2O)12,,
3354,Ba(Mg0.5Mn0.5)Mn4(PO4)4(OH)4(H2O)4,,
3355,Ca2Sn2Mg3Al8(BO3)2(BeO4)2O12.0,,
3356,Ca4AlSi(SO4)F13(H2O)12,,
3357,Pd3Ni2As3,,
3358,(CaY2)Mg2(SiO4)3,,
3359,KH(SO4),,
3360,Hg,,
3361,Pb47O24(OH)13Cl25(BO3)2(CO3),,
3362,K2Fe(SO4)2(H2O)4,,
3363,Pb4Mo4VSbS15,,
3364,PdTe2,,
3365,Mg(SO4)(H2O)11,,
3366,K5Ca2(Si23Al9)O64(H2O)24,,
3367,(K0.5Na0.5)2(Fe0.5Mg0.5)5Si12O30,,
3368,Ca9NaMg(PO4)7,,
3369,Pd5.15(Sb0.5As0.5)1.85,,
3370,Pd8Sb2.5As0.5,,
3371,Ca3Mg(SiO4)2,,
3372,CaMn5(V2O7)3(H2O)12,,
3373,Na2Ca2(Si9Al6)O30(H2O)8,,
3374,Ca2Fe(PO4)2(H2O)2,,
3375,Al2(SO4)(OH)4(H2O)5,,
3376,Al2(SO4)3(H2O)12,,
3377,K(UO2)(PO4)(H2O)3,,
3378,Ca(UO2)2(PO4)2(H2O)6,,
3379,HBO2,,
3380,(Ca0.25Ba0.25Pb0.25K0.5)U2O7(H2O)2,,
3381,HgS,,
3382,SrCa(VO3)2(OH)2,,
3383,Ca(UO2)2Si6O15(H2O),,
3384,Ba(UO2)2(AsO4)2(H2O)8,,
3385,CaV6O16(H2O)3,,
3386,Fe2O(SO4)2(H2O)4,,
3387,Fe(UO2)2(AsO4)2(H2O)8,,
3388,Co(UO2)2(AsO4)2(H2O)8,,
3389,(Zn0.33Fe0.33Fe0.33)3(AsO4)2(H2O)8(0.5(OH)0.5),,
3390,Zn(UO2)2(AsO4)2(H2O)10,,
3391,NaVO3,,
3392,Na(UO2)(PO4)(H2O)3,,
3393,Mg(UO2)2(AsO4)2(H2O)8,,
3394,Ni(UO2)2(AsO4)2(H2O)8,,
3395,CaV2O6(H2O)2,,
3396,Mg(UO2)2(PO4)2(H2O)8,,
3397,Al(PO4)(H2O)3,,
3398,(UO2)8O2(OH)12(H2O)10,,
3399,Na2Fe(SO4)2(OH)(H2O),,
3400,Sb2S3,,
3401,UO4(H2O)2,,
3402,Mn3(PO4)2(H2O)4,,
3403,Fe3(OH)(H2O)2(SO4)(TeO3)3TeO(OH)2(H2O),,
3404,Na2(SO4),,
3405,Cu(UO2)2(PO4)2(H2O)8,,
3406,Ca(UO2)2(VO4)2(H2O)3,,
3407,(NH4)2(UO2)2(PO4)2(H2O)6,,
3408,Ba(UO2)2(PO4)2(H2O)6,,
3409,(UO2)6(SO4)(OH)10(H2O)5,,
3410,Ca(UO2)2(AsO4)2(H2O)8,,
3411,(UO2)2(C2O4)(OH)2(H2O)2,,
3412,PbU7O22(H2O)12,,
3413,U(UO2)3(PO4)2(OH)6(H2O)2,,
3414,Al(UO2)2(VO4)2(OH)(H2O)8,,
3415,Al(PO4)(H2O)2,,
3416,FeAl2(PO4)2(OH)2(H2O)8,,
3417,FeFe2(PO4)2(OH)2(H2O)6,,
3418,K2Na6FeFe6O2(SO4)12(H2O)18,,
3419,Ca(UO2)(CO3)2(H2O)3,,
3420,Cu(UO2)2(AsO4)2(H2O)8,,
3421,KFe8(PO4)6(OH)7(H2O)6.5,,
3422,Na(H2O)2.5Fe8(PO4)6(OH)7(H2O)4,,
3423,CaB3O3(OH)5(H2O),,
3424,WO3(H2O)2,,
3425,Ca(UO2)(CO3)2(H2O)5,,
3426,Cu3AsSe3,,
3427,(Pb0.25Ce0.25Na0.25)(U0.33Mn0.33U0.33)Fe2(Ti0.5Fe0.5)18O38,,
3428,AgSbS2,,
3429,Rh17S15,,
3430,CuMg3Fe3.33(VO4)6,,
3431,(Ca0.5Y0.5)3Al(PO3(OH))(CO3)(OH)6(H2O)12,,
3432,PdBiTe,,
3433,Rh(Cu0.75Ge0.25),,
3434,K(AlSi3O8),,
3435,(Na0.5K0.5)6(SO4)Ca2Cl2(Si6Al6O24),,
3436,K3Na2Mn5Si12(O0.5(OH)0.5)36(H2O)2,,
3437,Cu2C2O4(OH)2,,
3438,Y4Ti(SiO4)2OF3.0((OH)6)0.5,,
3439,AgI,,
3440,Pd11Te2Se2,,
3441,Mn5(AsO3(OH))2(AsO4)2(H2O)4,,
3442,PbCu4FeBiS6,,
3443,Fe2(SO4)3,,
3444,CHg4OCl2,,
3445,Fe4(VO4)4(H2O)2(H2O),,
3446,(Ca0.5REE0.5)19FeAl4(Mg0.33Al0.33Fe0.33)8Si18O68((OH)0.5O0.5)10,,
3447,KCa2(Be2AlSi12)O30(H2O),,
3448,Cu4O(PO4)(AsO4),,
3449,NiS,,
3450,(Na0.5K0.5)CaAl6(PO4)4(OH)9(H2O)3,,
3451,Al2(SO4)3,,
3452,CuTeO3(H2O)2,,
3453,PdSbSe,,
3454,Pb5(AsO4)3Cl,,
3455,RhSb,,
3456,CaBe2Y2Si2O10,,
3457,VO(SO4)(H2O)5,,
3458,Na25BaY2(CO3)11(H(CO3))4(SO4)2F2Cl,,
3459,(K0.5Na0.5)2Ca28Zn5Al4Si40O112(OH)16,,
3460,K3Fe(C2O4)3(H2O)3,,
3461,Pb2PbO4,,
3462,BaBe2(PO4)2,,
3463,Fe3Si4O10(OH)2,,
3464,(Cu0.5Zn0.5)7(SO4)2(OH)10(H2O)8,,
3465,CaZn(CO3)2,,
3466,KAl2(PO4)2F(H2O)4,,
3467,Na2(SO4)(H2O)10,,
3468,SrZr(Ti12Cr6)Mg2O38,,
3469,Cu3Mn(OH)6Cl2,,
3470,K8H6(SO4)7,,
3471,K(Ca0.33Y0.33REE0.33)5Si6O15Si2O7((OH)0.5F0.5)2(H2O)0.5,,
3472,Ca2Fe3O2(PO4)3(H2O)3,,
3473,Pt3Te4,,
3474,Al5(PO4)2(P0.5S0.5)2O6.0((OH)0.5O0.5)2F2(OH)2(H2O)14.5,,
3475,K2CuCl4(H2O)2,,
3476,Cu6Bi(AsO4)3(OH)6(H2O)3,,
3477,(Sr0.5Ca0.5)2Ba3(PO4)3F,,
3478,NiFe(PO4)O,,
3479,Pb(UO2)(TeO3)2,,
3480,CoAs,,
3481,Pb6Sb6S14(S3),,
3482,SiO2,,
3483,Na9(Ca0.5Na0.5)12Fe2Zr3Si25O72(CO3)(OH)4,,
3484,Cu2SnS3,,
3485,(NH4)K2Na(SO4)2,,
3486,(NH4)2Fe(SO4)2(H2O)6,,
3487,SiC,,
3488,Cu6TeO4(OH)2(OH)7Cl,,
3489,Cu(H2O)(OH)VO(VO4),,
3490,H4U(UO2)3(MoO4)7(H2O)18,,
3491,MoS2,,
3492,MoO3,,
3493,CuPb2(MoO4)(AsO4)(OH),,
3494,PbSeO3,,
3495,Pb8Mg9Si10O28(OH)8O2(CO3)3(H2O),,
3496,FeCl3,,
3497,Mn3V2(SiO4)3,,
3498,Ce(PO4),,
3499,La(PO4),,
3500,Nd(PO4),,
3501,Sm(PO4),,
3502,Pt(Te0.5Bi0.5)2,,
3503,Pd2NiTe2,,
3504,Ca(PO3(OH)),,
3505,Ca4Nb6Si5O24(OH)10(H2O)6,,
3506,Pb2Sb2O7,,
3507,MoNiP,,
3508,Ca(CO3)(H2O),,
3509,Bi2(TeO6)(H2O),,
3510,(Au0.2Ag0.2Sb0.2Bi0.2Pb0.2)23(Te0.25Sb0.25Bi0.25Pb0.25)38,,
3511,KFe1.5Mn0.5Mg0.5Si4O10(F0.5(OH)0.5)2,,
3512,LiAl(PO4)(OH),,
3513,CuMn2(AsO4)2(H2O)8,,
3514,Ca3Sb2(Fe2Fe)O12,,
3515,CdO,,
3516,KNa2YSi8O19(H2O)5,,
3517,K9(Si23Al9)O64(H2O)10,,
3518,Cu6(SO4)(OH)10(H2O)2,,
3519,Ca4MgAl4(PO4)6(OH)4(H2O)12,,
3520,CaMg(SiO4),,
3521,(Na0.5Ca0.5)0.3(Al0.5Mg0.5)2Si4O10(OH)2(H2O),,
3522,(V0.33Fe0.33V0.33)O(OH),,
3523,Sr4Al8(CO3)3((OH)0.5F0.5)26(H2O)10.5,,
3524,HgO,,
3525,Cu9Fe9S16,,
3526,Cu(C2O4)(H2O),,
3527,Mg15(SO4)2(OH)26(H2O)8,,
3528,Co(SO4)(H2O)6,,
3529,NaSb(OH)6,,
3530,Be2(PO4)(OH)(H2O)4,,
3531,Na2Mg(PO4)F,,
3532,(Na0.66Ca0.33K0.66)4(Al8Si40)O96(H2O)28,,
3533,Al3(UO2)(PO4)3(OH)2(H2O)13,,
3534,Ca2Ba3(AsO4)3Cl,,
3535,Ni(SO4)(H2O)7,,
3536,Ca3(TiFe)(SiO4)3,,
3537,NaCa2Al2(PO4)2(OH)F4(H2O)2,,
3538,(Pb0.5Fe0.5)3Ge0.5S4,,
3539,Ca11(AsV2V10As6O51)2(H2O)78,,
3540,(Ca3REE)(H2O)2Ca0.5Ti(Si2O7)2(OH)2(H2O)2,,
3541,HgI,,
3542,Ag2Hg3,,
3543,(Hg2N)Cl,,
3544,Na2KYSi6O15,,
3545,Fe6O4(OH)8(CO3)(H2O)3,,
3546,Ca4Ce2Al(Be1.5)B4Si4O22O2,,
3547,PbCu(VO4)(OH),,
3548,Mg6Al3(OH)18Na(H2O)6(SO4)2(H2O)6,,
3549,PbFe2(VO4)2(OH)2,,
3550,KNa2Ca2Si8O19(OH)(H2O)6,,
3551,(Mg0.75Fe0.25)(SO4)0.12(OH)2(H2O),,
3552,(UO2)(Mo)5O16(H2O)5,,
3553,NaCa6Zr(Si2O7)2OF3,,
3554,YB(OH)4(CO3),,
3555,CaMn(SiO4)(OH),,
3556,PbBi4S7,,
3557,Al2O(WO4)2(H2O)6,,
3558,Bi2Cu3(PO4)2O2(OH)2(H2O),,
3559,CaTeO2(CO3),,
3560,NiCu(Bi0.5Sb0.5)S3,,
3561,Ba10Ca2MnTiSi10O30((OH)0.33Cl0.33F0.33)10,,
3562,Ca2(Al2V)Si2O7(SiO4)O(OH),,
3563,Pb2Fe(TeO6)Cl,,
3564,Al4.8Si1.2O9.6,,
3565,Cu0.58Ag3.11Pb1.10Bi6.65S13,,
3566,Pb2Cu2(SeO3)(SO4)(OH)4,,
3567,Al(UO2)3(PO4)2(OH)3(H2O)5.5,,
3568,(NH4)2Ca(PO3(OH))2(H2O),,
3569,NaVO3(H2O)1.9,,
3570,Ni3(OH)4Cl2(H2O)4,,
3571,Ca2LiSi3O8(OH),,
3572,FeP,,
3573,(Y0.5Na0.5)6Zn(Zn0.5Fe0.5)4(Ti0.33Nb0.33Na0.33)12O29(O0.33F0.33(OH)0.33)10F4,,
3574,Cr5S6,,
3575,Cu12Pb2O15Cl2,,
3576,Na2Ti2Na2Ti2(Si2O7)2O4(H2O)4,,
3577,Pb(TeO4),,
3578,K2(Cu0.5Fe0.5)4S4,,
3579,KAl2(Si3Al)O10(OH)2,,
3580,Pb2(Pb0.5Sb0.5)2S8(Te0.5Au0.5)2,,
3581,CuSn(OH)6,,
3582,Mg7Fe4O13(H2O)10,,
3583,AuAgTe2,,
3584,Na3Ca4Al11Si85O192(H2O)60,,
3585,Pb2AsS3(I0.33Cl0.33Br0.33),,
3586,(BaNa)Ti2Na3Ti(Si2O7)2O2(OH)2,,
3587,NaBa(PO4)(H2O)9,,
3588,Fe2P2O7,,
3589,Na2BeSi4O10(H2O)4,,
3590,BaMn9(VO4)6(OH)2,,
3591,KCa12(SiO4)4(SO4)2O2F,,
3592,Cu7TeO4(SO4)5KCl,,
3593,Na2Ca(PO4)F,,
3594,(Ca3REE)Na3Nb(Si2O7)2(OF)F2,,
3595,Al2Si2O5(OH)4,,
3596,PbSbO2Cl,,
3597,Na3Fe3(AsO3(OH))6(H2O)3,,
3598,Na3Fe10Ti2(Si6O17)2O2(OH)6F(H2O)2,,
3599,Ba4(V0.5Ti0.5)4(O0.5(OH)0.5)2B2Si8O27Cl,,
3600,Ca7(SiO4)2(PO4)2,,
3601,Pb3(Pb0.5Sb0.5)3S6(Au0.5Te0.5)3,,
3602,NaH(CO3),,
3603,Na2(PO3(OH)),,
3604,Cu8(SO4)4(CO3)(OH)6(H2O)48,,
3605,K2Na3CaLiCa2Ti2Be4Si12O38,,
3606,Pd2Sb,,
3607,NaLi2(PO4),,
3608,Li2NaFe7Ti2(Si4O12)2O2(OH)4F(H2O)2,,
3609,NaMnSi2O6,,
3610,LiMn4Si5O14(OH),,
3611,Cu(BiO)2(VO4)(OH),,
3612,Zn4(SO4)(OH)6(H2O)4,,
3613,Na(Ca5Li)Mg12(AsO3)2Fe(AsO3)6F14,,
3614,CsAl2(Si3Al)O10(OH)2,,
3615,CuCl,,
3616,FeSi,,
3617,Na2(Ti0.5Fe0.5)Si4(O0.5F0.5)11,,
3618,Na3Ca2(VV9)O28(H2O)24,,
3619,Na2B5O8(OH)(H2O)2,,
3620,PbMn3Al4(CO3)4(SO4)O5(H2O)5,,
3621,Ca4Pb6(Si2O7)3Cl2,,
3622,NaSr(PO4)(H2O)9,,
3623,Ca4Ti2(Fe0.5Fe0.5)(Si0.33Fe0.33Al0.33)O11,,
3624,TlI,,
3625,NaVSi2O6,,
3626,FeSn(OH)6,,
3627,Na2TiO(SiO4),,
3628,Na2(CO3),,
3629,NaAl3(SO4)2(OH)6,,
3630,KNa3(SO4)2,,
3631,Na(UO2)(SiO3(OH))(H2O),,
3632,NaCu2(SO4)2(OH)(H2O),,
3633,NaFeFe5(PO4)4(OH)6(H2O)2,,
3634,Zn6Al3(OH)18Na(H2O)6(SO4)2(H2O)6,,
3635,NaFe3(SO4)2(OH)6,,
3636,Na4Zr2Si10O26(H2O)9,,
3637,Na2(Si3Al2)O10(H2O)2,,
3638,Na2Ca8(UO2)4(CO3)13(H2O)24(H2O)3,,
3639,Na2(CO3)(H2O)10,,
3640,NaMn4Si5O14(OH),,
3641,NaNbO3,,
3642,Na2SrAl4(PO4)4(OH)4,,
3643,NaAl4(AsO4)3(OH)4(H2O)4,,
3644,Na2Fe4(AsO4)3(OH)5(H2O)7,,
3645,NaMn(PO4),,
3646,Na7(PO4)2F(H2O)19,,
3647,Na2Si2O5,,
3648,Na2(SO4)CO(NH2)2,,
3649,Na2Ta4O11,,
3650,(Na0.5Y0.5)TiO(SiO4),,
3651,Na2(UO2)2(AsO4)2(H2O)5,,
3652,Fe0.5Na0.5(H2O)6NaAs2(Fe2.33W0.67)(PO4)2O7,,
3653,Na2(C2O4),,
3654,Na5(UO2)8(SO4)4O5(OH)3(H2O)12,,
3655,Na6FeAl4Si8O26,,
3656,Ag2Se,,
3657,(V0.5Fe0.5)10O24(H2O)12,,
3658,K2Na10(UO2)3(SO4)9(H2O)2,,
3659,Ca2NiFe2(PO4)4,,
3660,Ni12P5,,
3661,Mn2SiO3(OH)2(H2O),,
3662,Pb4Fe(AsO3)2Cl4(H2O)2,,
3663,(Na)Ba4Ti4Nb4(Na11)Ti4(Si2O7)8O8(OH)8(H2O)12,,
3664,Na5Ca4(PO4)4F,,
3665,NiP2,,
3666,NaMgF3,,
3667,Ca3Si6O15(H2O)7,,
3668,Cu13VSn3S16,,
3669,Mn16As3Si12O36(OH)17,,
3670,CaMn6O8(SiO4),,
3671,(Na0.5)8Nb4(Si4O12)2(O0.5(OH)0.5)4(H2O)8,,
3672,(Mn0.5Fe0.5)SiO3(H2O),,
3673,Na3K(Al4Si4O16),,
3674,(Ni0.5Mg0.5)3(Si2O5)(OH)4,,
3675,Mg4Cl(OH)7(H2O)6,,
3676,KNa2LiFe2Ti2Si8O24,,
3677,NaK3Fe(Ti0.5Nb0.5)4(Si4O12)2(O0.5(OH)0.5)4(H2O)6,,
3678,Mg(CO3)(H2O)3,,
3679,CaSeO3(H2O),,
3680,Bi2Fe(Fe0.5Co0.5)(AsO4)2(O0.5(OH)0.5)4,,
3681,(Cu0.25Al0.25V0.25)6Al8(PO4)8F8(OH)2(H2O)22,,
3682,Bi(Se0.5S0.5),,
3683,Mg(PO3(OH))(H2O)3,,
3684,Ag2Cu6Pb25Bi26S68,,
3685,PbZn2Mn2Fe8O19,,
3686,(NH4)Mn(PO4)(H2O),,
3687,Ni4.5(AsO4)3,,
3688,Ni,,
3689,CaNi(AsO4)(OH),,
3690,NiCl2(H2O)6,,
3691,Na2(Ni0.5Mg0.5)(SO4)2(H2O)4,,
3692,(NH4)2Ni(SO4)2(H2O)6,,
3693,Ni(SO4)(H2O)6,,
3694,NiAs,,
3695,CaNi2(AsO4)2(H2O)2,,
3696,Ni3P,,
3697,K2Ni(SO4)2(H2O)6,,
3698,BiNi2(AsO4)2(OH)(H2O),,
3699,(Ni0.33Co0.33Fe0.33)As3,,
3700,Ca2Ni(AsO4)2(H2O)2,,
3701,Pb(Ni0.5Fe0.5)2(AsO4)2((H2O)0.5(OH)0.5)2,,
3702,CuNi2Se4,,
3703,Ni2(UO2)6(SO4)3(OH)10(H2O)16,,
3704,Na(Ca0.5Cu0.5)MgMg2(AsO4)3,,
3705,FeMoP,,
3706,Cu7(SeO3)2O2Cl6,,
3707,Cu4Cd(SO4)2(OH)6(H2O)4,,
3708,(K0.33U0.33)(UO2)3(AsO4)(OH)4(H2O),,
3709,PdCu3,,
3710,Si3N4,,
3711,Ca3B6O6(OH)12.0(H2O)2,,
3712,PtSn,,
3713,CaSrAl3Si2O7(SiO4)O(OH),,
3714,Fe6Al3(OH)18Na(H2O)6(SO4)2(H2O)6,,
3715,Ca12FeFe3Al3(SiO4)6(OH)20,,
3716,Ba2Al3(Si0.5Al0.5)4O10(CO3)(OH)6(H2O),,
3717,(Ni0.33Mg0.33Al0.33)6(Si0.5Al0.5)4O10(OH)8,,
3718,(U0.33Ca0.33Ce0.33)2(PO4)2(H2O)1.5,,
3719,MgS,,
3720,(Ce0.5Ca0.5)(Nb0.5Ti0.5)2(O0.5(OH)0.5)6,,
3721,(Y0.2REE0.2Ca0.2Th0.2Fe0.2)(Nb0.33Ti0.33Ta0.33)2(O0.5(OH)0.5)6,,
3722,NbC,,
3723,ScNbO4,,
3724,(Nb0.6)Al6BSi3O18,,
3725,K2NaMn7(Nb0.5Ti0.5)2(Si4O12)2O2(OH)4(O0.5F0.5),,
3726,K2NaFe7(Nb0.5Ti0.5)2(Si4O12)2O2(OH)4(O0.5F0.5),,
3727,Ca7Nb(Si2O7)2O3F,,
3728,Ni8Pd3As4,,
3729,NiSb2,,
3730,KAl2O(AsO4)(SO4),,
3731,Ni3Sn,,
3732,Cu2Mg2(PO4)2(OH)2(H2O)5,,
3733,K(NO3),,
3734,Na(NO3),,
3735,Ba(NO3)2,,
3736,Ca(NO3)2(H2O)4,,
3737,Mg(NO3)2(H2O)6,,
3738,Pb4(OH)4(NO3)4,,
3739,(NH4)2(UO2)2(SO4)3(H2O)2(H2O)3,,
3740,NaBe(CO3)(OH)(H2O)2,,
3741,Na2Ti6O13,,
3742,MnZn2(PO4)2(H2O)4,,
3743,CaB6O9(OH)2(H2O)3,,
3744,BaMn2Si2O7(OH)2(H2O),,
3745,(Ce0.5Ca0.5)2Zr2(Nb0.5Ti0.5)(Ti0.5Nb0.5)2FeO14,,
3746,V8Fe2O14(OH)2,,
3747,MgU(UO2)2O4F3(H2O)4,,
3748,Na(Mn0.5)2Si3(B0.5Si0.5)O9(OH)2(H2O)2,,
3749,Na0.3Fe2(Si0.5Al0.5)4O10(OH)2(H2O),,
3750,NaKBaTi2(Si4O12)O2,,
3751,Mg3(SiO4)F2,,
3752,CaSnB2O6.0,,
3753,MnAl2(PO4)2(F0.5(OH)0.5)2(H2O)5.5,,
3754,Na3SrCeZnSi6O17,,
3755,Na3SrLaZnSi6O17,,
3756,Al(OH)3,,
3757,CuPb3Bi7(Se4S10),,
3758,(Pd0.5Ag0.5)7Pb4,,
3759,Na2Ca2(Mn0.5Fe0.5)2(Ti0.33Nb0.33Zr0.33)2(Si2O7)2O2F2,,
3760,KLiMn2Si4O10O2,,
3761,BaMg(CO3)2,,
3762,Pb6(TeO3)5(SO3S),,
3763,Na3Mg(CO3)2Cl,,
3764,Na8(Si6Al6)O24(SO4)(H2O),,
3765,Mg(UO2)2(AsO4)2(H2O)12,,
3766,Mg(UO2)2(AsO4)2(H2O)10,,
3767,Cu20AgAs10,,
3768,Ca2(C2O4)Cl2(H2O)2,,
3769,AuPb3,,
3770,(NH4)MgCl3(H2O)6,,
3771,Cu6Zn3As4S12,,
3772,(Mn0.5Mn0.5)(O0.5(OH)0.5)2,,
3773,Cu1.4Pb2.4Bi2.4Sb0.2S7,,
3774,Cu3.4Fe0.6S4,,
3775,Ni2(CO3)(OH)2,,
3776,Ca4CuB4O6(OH)6(CO3)2,,
3777,Th(MoO4)2(H2O),,
3778,Ni6GeS2,,
3779,NaNa2(Mg3Al2)(AlSi7O22)(OH)2,,
3780,Na2Ca(CO3)2,,
3781,Cd3Zn2(AsO3(OH))2(AsO4)2(H2O)4,,
3782,Rh3Ni32S32,,
3783,SrFe3(AsO4)(SO4)(OH)6,,
3784,K2(H2O)17Cu(H2O)6Mo8As2Fe3O34(OH)3,,
3785,Na2(H2O)17Cu(H2O)6Mo8As2Fe3O34(OH)3,,
3786,Na2(H2O)16Na(H2O)6Mo8As2Fe3O33(OH)4,,
3787,Na(Zn0.5Mg0.5)3(AsO4)(AsO3(OH))2,,
3788,CsNa5Ca5Si14B2O38F2,,
3789,Na9Sr3(H2O)2NaCa6Mn3Zr3NbSi(Si24O72)O(OH)3(CO3)(H2O),,
3790,(Fe0.25Mg0.25Al0.25Fe0.25)2.5(Si0.5Al0.5)2O5(OH)4,,
3791,K2Na4Ca3Ti2Be4Si12O38,,
3792,CoSbAs,,
3793,KCaMg(Si13Al5)O36(H2O)15,,
3794,KSc2Be3Si12O30,,
3795,Ca2Fe4Zn(AsO4)4(OH)6(H2O)6,,
3796,NiBiTe,,
3797,Sr3(Ti0.5Fe0.5)(Si2O6)2(O0.5(OH)0.5)(H2O)2,,
3798,ZnFe2(AsO4)2(OH)2(H2O)4,,
3799,(Y0.2REE0.2Ca0.2Na0.2Th0.2)16(Fe0.5Ti0.5)(Si0.33B0.33P0.33)10(O0.5(OH)0.5)38F10,,
3800,Ca2B2SiO7,,
3801,Ca10Si18O46(H2O)18,,
3802,Ca2MnMn2(Si2O7)(SiO4)(OH)2(H2O),,
3803,Mg3V10O28(H2O)28,,
3804,Ca2Mn5Be4(AsO4)6(OH)4(H2O)6,,
3805,CaS,,
3806,K2Fe(UO2)2(SO4)4.0(H2O)8,,
3807,Sr2(CO3)2,,
3808,NaAl3Al6(Si6O18)(BO3)3O3(OH),,
3809,(Ba0.5Sr0.5)(Na0.33Sr0.33REE0.33)2Na(PO4)2,,
3810,Cu2(AsO4)(OH),,
3811,Cr2Ti3O9,,
3812,CaMnSiO3(OH)(OH),,
3813,KFe2NbO2(PO4)2(H2O)2,,
3814,Pb2(SeO4)(SO4),,
3815,Ca2B3O3(OH)6(OH)(H2O)3,,
3816,LiNa5(PO4)2,,
3817,Cu8Fe2ZnGe2S12,,
3818,OsAs2,,
3819,FeAl3O2(BO3)(SiO4),,
3820,Na2Ca5(SO4)6(H2O)3,,
3821,(Ca0.5Na0.5)(Mg0.33Fe0.33Al0.33)Si2O6,,
3822,Ni2Fe(OH)6Sb(OH)6,,
3823,CaCu4(AsO4)2(HAsO4)2(H2O)10,,
3824,Na15Ca3Mn3Fe3Zr3Nb(Si25O73)(O0.33(OH)0.33(H2O)0.33)3((OH)0.5Cl0.5)2,,
3825,Sb8O11Cl2,,
3826,(Pd0.5Cu0.5)7Se5,,
3827,SiO2(H2O),,
3828,Ca2Mg4Zn2Mn2(H2O)2(FeW9O34)2(H2O)46,,
3829,Na2(UO2)(SO4)2(H2O)3,,
3830,Ni4.75As2,,
3831,ZnSb2O6,,
3832,Mn3(Sb0.5Fe0.5)(SiO4)(O0.5(OH)0.5)3,,
3833,FeNi2As2,,
3834,Cr2N,,
3835,K2MnNb4(Si4O12)2O4(H2O)6,,
3836,K2Zn(Nb0.5Ti0.5)4(Si4O12)2(O0.5(OH)0.5)4(H2O)6,,
3837,CuFeS2(H2O),,
3838,Ca8Mn10(SiO4)3(Si3O10)3(OH)10(H2O)4,,
3839,Ni2P,,
3840,Pb3Cl4(SeO3)(H2O),,
3841,KLi2Ti(Si4O10)(OF),,
3842,Ca4Mn3Si8O20(OH)6(H2O)2,,
3843,As2S3,,
3844,Ca3(SO3)2(SO4)(H2O)12,,
3845,UUTi4O12(OH)2,,
3846,K(AlSi3O8),,
3847,Pt3Cu,,
3848,NaBa2FeCe2Ti2(SiO3)8O2(O0.5(OH)0.5)(H2O),,
3849,NaBa2FeLa2Ti2(SiO3)8O2((OH)0.33O0.33F0.33)(H2O),,
3850,VO(SO4)(H2O)5,,
3851,Mg2MnO2(BO3),,
3852,CaCu4(SO4)2(OH)6(H2O)3,,
3853,(UO2)Bi4O4(AsO4)2(H2O)2,,
3854,Zn4(SO4)(OH)6(H2O)5,,
3855,Pb(Al2Cu)(SO4)2(OH)6,,
3856,OsAsS,,
3857,TiN,,
3858,Ag10Pb4(Sb17Bi9)S48,,
3859,AlF3,,
3860,Os,,
3861,KFe2(Al5Si10)O30,,
3862,KMg2Al3(Al2Si10)O30,,
3863,(UO2)2(CO3)(OH)2(H2O)4,,
3864,Cd(CO3),,
3865,PbGe4O9,,
3866,Sn2S3,,
3867,Na3(Sb2O3)3(SbS3)(H2O)3,,
3868,Na6(UO2)2(SO4)5(H2O)7(H2O)1.5,,
3869,Pb2TeO5,,
3870,(Mn0.33Fe0.33Mg0.33)Al2(SiO4)O(OH)2,,
3871,Ni2(CO3)(OH)2(H2O),,
3872,Pd5Cu4SnTe2S2,,
3873,Ag3Pb4Bi5S13,,
3874,Co(UO2)2(SiO3(OH))2(H2O)6,,
3875,Cu10Fe3WGe3S16,,
